"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Madison Younginer","ATL","5.14","5.14","1.00","0.00","10.8%","10.8%","0.0%",".375","2.29",".429","70.6%","155","103","140","6.43","4.15","2.28","5.81","5.31","10636","572283"
"Rick Porcello","BOS","7.95","1.97","4.04","1.34","20.8%","5.2%","15.7%",".261","1.26",".302","69.6%","99","98","97","4.43","4.15","0.28","4.20","4.08","2717","519144"
"Jake Odorizzi","- - -","8.56","3.10","2.76","1.23","22.7%","8.2%","14.5%",".231","1.23",".273","74.7%","91","99","105","3.82","4.15","-0.33","4.52","4.31","6397","543606"
"Eric Yardley","SDP","5.40","2.31","2.33","0.77","13.5%","5.8%","7.7%",".250","1.29",".275","75.3%","55","95","99","2.31","4.16","-1.84","4.41","4.15","15538","642233"
"John Lackey","- - -","7.86","2.48","3.17","1.25","21.2%","6.7%","14.5%",".238","1.18",".275","78.8%","85","101","98","3.49","4.16","-0.66","4.03","4.06","1507","407793"
"Bryan Shaw","- - -","8.30","3.40","2.44","1.13","21.7%","8.9%","12.8%",".253","1.35",".302","71.5%","91","96","92","4.15","4.16","-0.01","3.92","3.85","8110","543766"
"Matt Shoemaker","- - -","8.01","2.33","3.44","1.31","21.4%","6.2%","15.2%",".251","1.23",".291","74.4%","101","99","99","4.10","4.16","-0.06","4.18","4.06","4776","533167"
"Robert Gsellman","NYM","7.42","3.16","2.35","0.96","18.7%","8.0%","10.8%",".261","1.39",".305","67.4%","111","100","104","4.44","4.16","0.28","4.41","4.38","13696","607229"
"Jaime Garcia","- - -","7.48","3.25","2.30","1.05","19.6%","8.5%","11.1%",".251","1.33",".293","71.2%","101","101","96","4.23","4.16","0.07","3.98","4.17","8137","448802"
"David McKay","- - -","11.62","5.81","2.00","1.03","29.6%","14.8%","14.8%",".206","1.41",".283","62.1%","119","92","108","5.47","4.16","1.30","4.95","4.42","19814","641853"
"Richard Lovelady","KCR","7.65","3.60","2.13","0.90","17.7%","8.3%","9.4%",".345","1.90",".412","60.8%","162","93","104","7.65","4.16","3.49","4.75","4.58","19337","663992"
"Jimmy Nelson","MIL","8.33","3.51","2.38","1.02","21.4%","9.0%","12.4%",".255","1.37",".309","71.7%","100","100","100","4.19","4.17","0.02","4.10","4.20","10547","519076"
"Tyler Glasnow","- - -","10.20","4.33","2.35","1.19","26.4%","11.2%","15.2%",".238","1.38",".305","70.3%","108","99","93","4.51","4.17","0.34","3.97","4.08","14374","607192"
"Austin Pruitt","TBR","6.63","2.25","2.94","1.13","17.2%","5.8%","11.3%",".278","1.36",".314","65.8%","116","99","99","4.87","4.17","0.70","4.34","4.23","15290","643493"
"Anthony DeSclafani","CIN","8.10","2.50","3.24","1.31","21.5%","6.6%","14.8%",".254","1.27",".297","73.7%","95","98","98","4.01","4.17","-0.16","4.04","4.11","13050","543101"
"Shane Greene","- - -","8.29","3.17","2.61","1.12","21.6%","8.2%","13.3%",".249","1.31",".298","68.1%","110","97","99","4.66","4.17","0.49","4.23","4.00","10756","572888"
"Jared Hughes","- - -","6.19","3.08","2.01","0.80","16.8%","8.4%","8.5%",".239","1.22",".272","80.0%","67","99","97","2.84","4.17","-1.33","4.05","3.88","9325","453172"
"Sean Newcomb","ATL","9.02","4.52","1.99","0.97","23.0%","11.6%","11.5%",".235","1.40",".291","75.8%","91","100","105","3.87","4.17","-0.30","4.45","4.58","16943","656794"
"Juan Minaya","CHW","9.96","4.63","2.15","0.98","25.1%","11.7%","13.4%",".241","1.43",".312","77.0%","91","94","111","3.93","4.18","-0.25","4.83","4.15","10341","573668"
"Rob Rasmussen","- - -","9.98","4.70","2.13","1.17","21.5%","10.1%","11.4%",".366","2.22",".462","51.3%","258","105","107","9.98","4.18","5.80","4.31","3.94","11250","519169"
"Dinelson Lamet","SDP","11.72","4.04","2.90","1.44","30.6%","10.5%","20.1%",".213","1.25",".280","70.9%","104","97","89","4.37","4.18","0.19","3.90","3.86","17186","659275"
"Michael Wacha","STL","7.76","3.22","2.41","1.11","20.1%","8.3%","11.8%",".258","1.37",".303","73.0%","102","102","99","4.12","4.18","-0.05","4.11","4.37","14078","608379"
"Artie Lewicki","DET","6.61","3.31","2.00","0.92","16.2%","8.1%","8.1%",".330","1.73",".383","68.4%","118","96","114","5.14","4.18","0.96","4.86","4.71","16731","592499"
"Javier Lopez","SFG","5.59","4.23","1.32","0.55","15.5%","11.7%","3.8%",".185","1.12",".209","78.1%","66","110","107","2.59","4.18","-1.59","4.30","4.20","1663","425657"
"Ian Krol","- - -","8.86","3.60","2.46","1.11","22.5%","9.2%","13.4%",".268","1.45",".331","71.6%","106","101","96","4.50","4.19","0.31","4.03","3.77","10066","571871"
"Ryne Stanek","- - -","10.97","4.30","2.55","1.38","29.1%","11.4%","17.7%",".218","1.29",".280","77.3%","90","99","99","3.80","4.19","-0.39","4.34","3.98","15947","592773"
"Ian Gibaut","- - -","10.05","6.28","1.60","0.63","25.0%","15.6%","9.4%",".226","1.53",".306","64.8%","116","89","105","5.65","4.19","1.46","4.81","4.93","17871","664139"
"Scott Kazmir","- - -","8.15","3.13","2.60","1.16","21.4%","8.2%","13.2%",".241","1.27",".283","75.2%","94","104","102","3.72","4.19","-0.47","4.16","4.14","4897","431148"
"Bryan Morris","- - -","6.64","4.16","1.60","0.71","16.9%","10.6%","6.3%",".269","1.50",".315","74.1%","97","108","108","3.81","4.19","-0.39","4.34","4.23","10234","457768"
"Shawn Kelley","- - -","10.14","2.29","4.42","1.71","27.6%","6.2%","21.4%",".226","1.11",".269","80.3%","84","98","93","3.65","4.19","-0.54","3.93","3.19","7773","518875"
"Blaine Hardy","DET","7.11","2.94","2.41","1.11","18.6%","7.7%","10.9%",".254","1.32",".290","74.0%","90","96","108","3.91","4.21","-0.29","4.63","4.35","6499","543278"
"Tyler Lyons","- - -","9.88","2.92","3.39","1.46","26.3%","7.8%","18.5%",".234","1.21",".287","77.2%","100","104","90","4.00","4.21","-0.21","3.73","3.40","11334","544928"
"Peter Moylan","- - -","7.00","3.72","1.88","0.82","18.3%","9.7%","8.6%",".234","1.30",".272","73.9%","86","101","97","3.66","4.21","-0.55","4.13","3.98","4891","493247"
"Danny Duffy","KCR","8.13","3.03","2.68","1.19","21.3%","7.9%","13.4%",".252","1.31",".298","75.0%","94","100","106","4.10","4.21","-0.11","4.53","4.37","3542","518633"
"Justin Grimm","- - -","10.39","4.63","2.24","1.23","27.2%","12.1%","15.1%",".221","1.34",".282","69.3%","108","101","96","4.58","4.22","0.36","3.97","3.75","11720","518748"
"Kyle Ryan","- - -","6.25","3.58","1.75","0.81","16.5%","9.4%","7.0%",".254","1.36",".291","74.0%","90","99","105","3.83","4.22","-0.39","4.44","4.46","11753","594986"
"Zach Davies","MIL","6.36","2.64","2.41","1.03","16.8%","6.9%","9.8%",".259","1.30",".291","73.1%","91","98","105","3.91","4.22","-0.31","4.46","4.70","13183","605200"
"Matt Andriese","- - -","8.21","2.58","3.18","1.34","21.3%","6.7%","14.6%",".263","1.33",".307","71.0%","110","102","95","4.58","4.22","0.36","4.03","3.94","12022","542882"
"Ryan Helsley","STL","7.85","2.95","2.67","1.23","20.9%","7.8%","13.1%",".241","1.25",".279","84.6%","70","98","115","2.95","4.22","-1.28","5.11","4.52","18138","664854"
"Carlos Frias","LAD","5.07","2.98","1.70","0.77","13.2%","7.8%","5.5%",".283","1.43",".313","74.4%","103","111","110","3.86","4.22","-0.37","4.30","4.46","3547","516910"
"Kevin Gausman","- - -","8.45","2.70","3.14","1.35","22.0%","7.0%","15.0%",".266","1.35",".315","74.7%","100","96","95","4.32","4.23","0.09","4.05","4.09","14107","592332"
"John Gant","- - -","7.81","4.43","1.76","0.87","20.4%","11.6%","8.8%",".230","1.35",".275","70.5%","96","103","109","3.89","4.23","-0.35","4.55","4.73","13684","607231"
"Carlos Torres","- - -","7.84","3.35","2.34","1.10","20.4%","8.7%","11.7%",".252","1.34",".297","75.5%","97","101","102","3.98","4.24","-0.25","4.22","4.01","7624","448614"
"Tyler Clippard","- - -","9.89","3.49","2.83","1.36","26.4%","9.3%","17.1%",".202","1.14",".243","79.5%","83","99","111","3.54","4.24","-0.69","4.70","3.82","5640","461325"
"Joey Lucchesi","SDP","9.29","3.03","3.06","1.41","24.6%","8.0%","16.5%",".238","1.25",".286","75.3%","102","101","92","4.14","4.24","-0.10","3.96","4.10","19320","664192"
"Chris Bassitt","OAK","7.92","3.24","2.45","1.03","20.5%","8.4%","12.1%",".237","1.27",".279","74.2%","91","100","106","3.83","4.24","-0.41","4.60","4.49","12304","605135"
"Casey Kelly","- - -","4.76","2.38","2.00","0.79","11.5%","5.7%","5.7%",".317","1.62",".346","66.3%","129","108","126","5.08","4.24","0.84","5.14","4.88","9174","543391"
"Tyler Thornburg","- - -","10.44","3.56","2.93","1.44","27.5%","9.4%","18.1%",".217","1.22",".269","73.4%","87","101","98","3.81","4.24","-0.43","4.05","3.44","10688","592804"
"Brian Flynn","KCR","6.25","4.15","1.51","0.66","16.1%","10.7%","5.4%",".267","1.48",".310","74.8%","85","100","111","3.76","4.25","-0.49","4.79","4.78","12027","543169"
"Joel Kuhnel","CIN","8.38","4.66","1.80","0.93","21.4%","11.9%","9.5%",".216","1.34",".259","69.0%","101","92","107","4.66","4.25","0.41","4.76","4.67","19995","669270"
"Tony Cingrani","- - -","9.80","4.45","2.20","1.11","25.3%","11.5%","13.8%",".237","1.39",".302","72.3%","111","101","104","4.56","4.25","0.32","4.30","3.88","12555","571561"
"Carlos Rodon","CHW","8.83","3.88","2.28","1.11","22.7%","10.0%","12.7%",".246","1.38",".301","74.2%","98","99","102","4.08","4.25","-0.17","4.31","4.31","16137","607074"
"Keynan Middleton","LAA","9.14","3.66","2.50","1.29","24.3%","9.7%","14.6%",".248","1.34",".303","86.3%","75","97","101","3.23","4.25","-1.02","4.42","3.98","15264","641871"
"Jason Hammel","- - -","7.72","2.51","3.07","1.28","19.8%","6.5%","13.4%",".265","1.34",".305","70.2%","109","103","105","4.65","4.25","0.40","4.40","4.27","4538","434628"
"Richard Rodriguez","- - -","9.88","2.89","3.42","1.48","25.9%","7.6%","18.3%",".244","1.26",".299","83.1%","83","98","101","3.53","4.25","-0.73","4.34","3.61","13549","593144"
"Nathan Eovaldi","- - -","7.65","2.83","2.70","1.24","19.9%","7.4%","12.5%",".264","1.35",".305","72.1%","106","99","96","4.52","4.25","0.27","4.05","4.16","9132","543135"
"Brooks Brown","COL","5.45","4.36","1.25","0.55","13.6%","10.9%","2.7%",".246","1.45",".278","67.1%","109","103","123","4.91","4.25","0.65","4.76","4.72","5679","453156"
"Tanner Roark","- - -","7.56","2.80","2.70","1.16","19.9%","7.4%","12.5%",".254","1.29",".295","74.4%","95","101","103","4.04","4.26","-0.21","4.31","4.37","8753","543699"
"Mike Foltynewicz","ATL","8.65","3.09","2.80","1.29","22.4%","8.0%","14.4%",".249","1.31",".295","73.0%","100","104","103","4.24","4.26","-0.02","4.32","4.25","10811","592314"
"Enny Romero","- - -","9.93","4.46","2.23","1.21","24.0%","10.8%","13.2%",".276","1.62",".349","68.3%","127","102","105","5.29","4.26","1.03","4.46","3.97","4001","544836"
"Hisashi Iwakuma","SEA","6.86","1.98","3.47","1.33","18.5%","5.3%","13.2%",".260","1.23",".290","76.0%","99","103","98","3.93","4.26","-0.33","4.13","4.18","13048","547874"
"Mark Buehrle","TOR","4.12","1.49","2.76","1.00","11.0%","4.0%","7.0%",".272","1.24",".285","69.0%","94","105","111","3.81","4.26","-0.46","4.46","4.70","225","279824"
"T.J. McFarland","- - -","5.06","3.17","1.60","0.77","12.8%","8.0%","4.8%",".288","1.51",".318","68.2%","101","101","100","4.34","4.26","0.07","4.21","4.01","3237","519008"
"Mike Leake","- - -","5.95","1.70","3.50","1.21","15.8%","4.5%","11.3%",".272","1.27",".298","70.4%","101","103","97","4.19","4.27","-0.08","4.11","4.30","10130","502190"
"Ranger Suarez","PHI","7.49","2.54","2.94","1.27","19.3%","6.6%","12.8%",".286","1.43",".332","75.6%","86","96","90","3.68","4.27","-0.59","3.88","3.98","17277","624133"
"Eddie Gamboa","TBR","7.43","5.40","1.38","0.68","20.4%","14.8%","5.6%",".196","1.28",".235","89.7%","33","104","110","1.35","4.27","-2.92","4.67","4.87","6911","543195"
"Austin Voth","WSN","8.84","3.05","2.89","1.29","24.0%","8.3%","15.7%",".217","1.14",".257","75.3%","93","98","105","4.02","4.27","-0.26","4.56","4.35","15047","608723"
"Jesse Chavez","- - -","8.10","2.52","3.21","1.40","21.4%","6.7%","14.7%",".262","1.31",".305","73.6%","101","100","95","4.32","4.27","0.05","4.05","3.95","5448","445926"
"Shelby Miller","- - -","7.18","3.80","1.89","0.95","18.0%","9.5%","8.5%",".267","1.48",".311","67.2%","113","105","114","4.84","4.28","0.57","4.68","4.73","10197","571946"
"Jake McGee","- - -","8.73","2.59","3.37","1.43","22.9%","6.8%","16.1%",".259","1.30",".307","72.7%","93","97","102","4.40","4.28","0.13","4.30","3.71","7550","459429"
"Cal Quantrill","SDP","7.78","2.45","3.18","1.31","20.1%","6.3%","13.8%",".257","1.30",".295","65.5%","122","98","102","5.16","4.28","0.87","4.53","4.58","19312","615698"
"Justin De Fratus","PHI","7.65","3.60","2.13","1.01","18.8%","8.8%","9.9%",".283","1.55",".335","66.2%","141","107","115","5.51","4.28","1.23","4.46","4.03","4955","518603"
"Arquimedes Caminero","- - -","8.18","4.12","1.98","0.93","20.6%","10.4%","10.2%",".248","1.42",".299","76.9%","91","108","111","3.59","4.28","-0.69","4.47","4.08","8992","491708"
"Chris Heston","- - -","7.01","3.58","1.96","0.91","18.1%","9.2%","8.9%",".266","1.42",".311","71.1%","119","115","107","4.53","4.28","0.25","4.19","4.29","10302","518790"
"Jake Petricka","- - -","7.11","3.49","2.04","0.97","17.6%","8.6%","9.0%",".298","1.59",".349","72.6%","109","100","97","4.59","4.29","0.30","4.06","3.90","10534","502593"
"Kyle Crick","- - -","9.78","4.76","2.05","0.95","25.0%","12.2%","12.8%",".206","1.29",".261","77.4%","82","102","111","3.43","4.29","-0.86","4.76","4.24","13182","605195"
"Trevor Richards","- - -","8.84","3.78","2.34","1.17","22.8%","9.8%","13.0%",".246","1.37",".299","74.9%","106","104","110","4.23","4.29","-0.06","4.70","4.59","19309","670950"
"Heath Hembree","BOS","9.61","3.37","2.85","1.44","24.6%","8.6%","16.0%",".250","1.36",".304","78.7%","80","101","102","3.59","4.29","-0.70","4.42","3.78","11632","592390"
"Dan Altavilla","SEA","9.83","4.58","2.15","1.14","25.8%","12.0%","13.8%",".213","1.29",".266","75.1%","86","100","105","3.63","4.29","-0.66","4.59","4.09","16507","656186"
"Edinson Volquez","- - -","6.96","3.85","1.81","0.90","17.7%","9.8%","7.9%",".260","1.44",".302","69.8%","106","104","108","4.46","4.30","0.17","4.54","4.72","3990","450172"
"Jacob Webb","ATL","7.79","3.34","2.33","1.11","21.4%","9.2%","12.2%",".203","1.11",".233","86.0%","31","98","116","1.39","4.30","-2.90","5.15","4.56","19274","657097"
"Jason Grilli","- - -","11.80","4.07","2.90","1.63","30.3%","10.4%","19.8%",".230","1.34",".299","74.6%","105","101","95","4.48","4.30","0.18","3.97","3.32","521","276351"
"Justin Miller","- - -","9.63","3.25","2.96","1.44","25.5%","8.6%","16.9%",".237","1.26",".288","74.3%","98","101","105","4.38","4.30","0.07","4.31","3.60","8580","502522"
"Chad Kuhl","PIT","7.94","3.59","2.21","1.09","20.4%","9.2%","11.2%",".264","1.42",".314","73.3%","106","103","107","4.37","4.30","0.07","4.52","4.61","14975","641771"
"Steven Matz","NYM","8.46","2.79","3.04","1.34","22.1%","7.3%","14.8%",".253","1.30",".298","75.5%","102","104","95","4.05","4.30","-0.25","4.01","4.12","13361","571927"
"Brett Anderson","- - -","5.29","2.38","2.23","1.02","13.8%","6.2%","7.6%",".282","1.38",".308","71.1%","106","104","97","4.36","4.31","0.06","4.14","4.38","8223","474463"
"Taijuan Walker","- - -","8.18","2.71","3.02","1.33","21.4%","7.1%","14.3%",".246","1.26",".286","71.5%","100","104","99","4.07","4.31","-0.24","4.14","4.10","11836","592836"
"Michael Lorenzen","CIN","7.67","3.64","2.11","1.03","19.8%","9.4%","10.4%",".251","1.37",".296","76.0%","94","102","101","3.94","4.31","-0.37","4.18","4.21","14843","547179"
"Josh D. Smith","- - -","9.95","7.82","1.27","0.00","21.9%","17.2%","4.7%",".220","1.74",".306","64.0%","144","97","169","6.39","4.32","2.08","7.62","5.76","13629","605479"
"John Curtiss","- - -","9.35","4.67","2.00","1.04","22.5%","11.3%","11.3%",".271","1.62",".340","61.1%","153","98","125","6.75","4.32","2.43","5.46","4.61","16128","595928"
"Taylor Jungmann","MIL","7.73","3.99","1.94","0.92","19.9%","10.3%","9.6%",".248","1.38",".296","69.6%","112","107","113","4.54","4.32","0.22","4.47","4.45","13119","543380"
"Jonathan Loaisiga","NYY","11.18","4.47","2.50","1.44","28.3%","11.3%","17.0%",".261","1.51",".345","72.2%","108","95","85","4.79","4.33","0.47","3.78","3.95","19753","642528"
"Wandy Rodriguez","TEX","7.51","3.75","2.00","1.04","18.4%","9.2%","9.2%",".280","1.56",".328","72.6%","117","105","110","4.90","4.33","0.57","4.43","4.49","2586","434643"
"Andrew Kittredge","TBR","8.88","3.05","2.91","1.39","22.3%","7.7%","14.7%",".282","1.48",".339","69.6%","122","103","87","5.14","4.33","0.81","3.83","3.84","12828","552640"
"Jay Jackson","- - -","13.24","4.93","2.68","1.56","33.6%","12.5%","21.1%",".221","1.38",".311","76.9%","109","98","82","4.67","4.33","0.34","3.57","3.52","7432","543351"
"Mike Montgomery","- - -","6.91","3.41","2.02","0.96","18.0%","8.9%","9.1%",".253","1.35",".292","75.2%","92","103","101","3.83","4.33","-0.50","4.25","4.38","4869","543557"
"Brad Wieck","- - -","12.74","2.81","4.54","1.94","34.3%","7.6%","26.7%",".199","1.06",".250","66.9%","117","100","86","4.97","4.33","0.63","3.80","2.95","16390","623364"
"Casey Sadler","- - -","6.31","2.75","2.29","0.97","16.4%","7.1%","9.2%",".249","1.28",".279","78.1%","66","100","104","2.75","4.33","-1.59","4.60","4.46","11209","594987"
"Eduardo Jimenez","DET","6.75","4.22","1.60","0.84","16.3%","10.2%","6.1%",".273","1.59",".314","64.1%","127","95","129","5.91","4.34","1.57","5.92","5.30","19642","621592"
"Tsuyoshi Wada","CHC","8.63","3.06","2.82","1.39","22.8%","8.1%","14.7%",".242","1.27",".284","80.0%","92","111","95","3.62","4.34","-0.72","3.70","3.78","13046","493159"
"Vince Velasquez","- - -","9.80","3.48","2.82","1.43","25.4%","9.0%","16.4%",".253","1.36",".313","72.3%","112","101","100","4.67","4.34","0.32","4.22","4.06","11189","592826"
"Huston Street","LAA","7.51","3.35","2.24","1.22","19.7%","8.8%","10.9%",".249","1.33",".285","79.1%","97","107","112","3.86","4.34","-0.49","4.60","4.13","8258","434718"
"Kyle Gibson","MIN","7.45","3.31","2.25","1.13","19.2%","8.5%","10.7%",".267","1.41",".310","71.9%","101","101","95","4.41","4.35","0.07","4.08","4.38","10123","502043"
"Dominic Leone","- - -","9.41","3.76","2.50","1.37","24.0%","9.6%","14.4%",".261","1.44",".320","72.5%","109","103","101","4.58","4.35","0.23","4.32","3.94","13763","608678"
"Eric Lauer","SDP","8.19","3.34","2.45","1.20","20.6%","8.4%","12.2%",".272","1.46",".323","72.7%","108","103","109","4.40","4.35","0.05","4.65","4.68","19316","641778"
"Jhan Marinez","- - -","6.85","3.92","1.75","0.77","17.2%","9.8%","7.4%",".269","1.48",".316","77.9%","83","101","111","3.57","4.35","-0.78","4.72","4.47","5830","501697"
"Colin Rea","- - -","7.10","3.68","1.93","0.94","18.1%","9.4%","8.7%",".250","1.38",".290","66.1%","118","108","112","4.69","4.35","0.34","4.55","4.67","12317","607067"
"Ryan Dull","- - -","8.93","2.68","3.33","1.52","24.1%","7.2%","16.9%",".225","1.15",".261","68.2%","103","103","100","4.31","4.35","-0.04","4.31","3.66","13974","623430"
"Pablo Lopez","MIA","7.46","2.38","3.13","1.22","19.7%","6.3%","13.4%",".255","1.25",".293","69.3%","117","105","100","4.76","4.35","0.41","4.30","4.39","17085","641154"
"Rafael Montero","- - -","9.20","4.73","1.95","1.07","22.6%","11.6%","11.0%",".279","1.63",".350","71.3%","128","102","105","5.24","4.36","0.88","4.51","4.55","12760","606160"
"Junichi Tazawa","- - -","8.26","3.05","2.71","1.36","21.3%","7.9%","13.4%",".266","1.39",".313","69.9%","122","106","105","5.02","4.36","0.67","4.43","3.93","4079","547749"
"Jeff Locke","- - -","6.26","3.27","1.92","0.99","15.7%","8.2%","7.5%",".281","1.50",".317","65.5%","131","110","110","5.22","4.36","0.86","4.42","4.61","2929","502046"
"Michel Baez","SDP","8.49","4.25","2.00","0.91","21.4%","10.7%","10.7%",".219","1.31",".265","84.7%","72","100","117","3.03","4.36","-1.33","5.19","4.73","20100","673258"
