"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Chandler Shepherd","BAL","8.05","2.84","2.83","2.37","20.2%","7.1%","13.1%",".303","1.53",".333","66.7%","141","125","114","6.63","6.11","0.52","5.20","4.70","16166","605469"
"Akeel Morris","- - -","6.55","6.14","1.07","1.64","15.2%","14.3%","1.0%",".300","1.91",".329","74.2%","151","145","143","6.14","6.11","0.02","6.04","5.63","12185","592570"
"Tim Peterson","NYM","7.20","3.09","2.33","2.31","18.3%","7.8%","10.5%",".259","1.37",".265","72.2%","153","151","130","5.91","6.11","-0.20","5.42","4.66","13946","623402"
"Matt Dermody","TOR","7.11","1.78","4.00","2.49","18.0%","4.5%","13.5%",".282","1.34",".289","73.5%","123","138","120","5.33","6.12","-0.79","5.25","4.19","14844","571616"
"Sam Selman","SFG","8.71","5.23","1.67","1.74","22.7%","13.6%","9.1%",".167","1.16",".167","80.4%","103","145","134","4.35","6.12","-1.76","5.91","5.04","13397","572125"
"Nick Rumbelow","- - -","8.57","3.12","2.75","2.60","21.4%","7.8%","13.6%",".270","1.44",".286","73.0%","144","145","111","5.97","6.12","-0.15","4.64","3.89","14867","592705"
"Alexei Ramirez","CHW","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".250","1.00",".250","100.0%","0","150","226","0.00","6.13","-6.13","9.08","5.79","5133","493351"
"Brooks Pounders","- - -","9.26","2.36","3.92","2.76","21.6%","5.5%","16.1%",".347","1.80",".397","64.8%","195","144","107","8.47","6.14","2.33","4.57","3.82","10387","572044"
"Tyler Ladendorf","OAK","0.00","9.00","0.00","0.00","0.0%","20.0%","-20.0%",".250","2.00",".250","100.0%","0","148","264","0.00","6.15","-6.15","11.14","10.11","3211","502285"
"Ryan Goins","TOR","0.00","9.00","0.00","0.00","0.0%","20.0%","-20.0%",".500","3.00",".500","100.0%","0","145","145","0.00","6.15","-6.15","6.15","6.16","9807","572365"
"J.D. Davis","HOU","13.50","3.38","4.00","3.38","36.4%","9.1%","27.3%",".200","1.13",".200","100.0%","82","147","74","3.38","6.16","-2.78","3.19","2.62","16219","605204"
"Bryan Holaday","- - -","2.45","0.00","1.00","2.45","6.7%","0.0%","6.7%",".267","1.09",".231","38.5%","193","153","172","7.36","6.16","1.20","7.13","7.07","11287","592407"
"Brandon Mann","TEX","3.24","4.32","0.75","1.08","8.3%","11.1%","-2.8%",".233","1.32",".231","69.0%","116","139","183","5.40","6.16","-0.76","7.77","6.82","5172","448167"
"Johnny Field","TBR","0.00","9.00","0.00","0.00","0.0%","25.0%","-25.0%",".000","1.00",".000","100.0%","0","151","261","0.00","6.16","-6.16","11.12","13.44","15048","608654"
"Michael Kopech","CHW","9.42","1.26","7.50","2.51","22.1%","2.9%","19.1%",".328","1.53",".381","88.8%","119","143","117","5.02","6.16","-1.14","4.95","3.88","17282","656629"
"Jeremy Bleich","OAK","27.00","0.00","1.00","0.00","25.0%","0.0%","25.0%",".667","6.00","1.000","33.3%","1320","149","261","54.00","6.16","47.84","11.12","3.31","9069","542946"
"Manny Banuelos","- - -","7.36","5.26","1.40","1.87","17.7%","12.6%","5.1%",".293","1.75",".325","71.2%","144","140","132","6.31","6.16","0.15","5.73","5.51","5365","544365"
"Sam Howard","COL","9.39","5.09","1.85","1.96","21.6%","11.7%","9.9%",".277","1.70",".323","72.2%","118","135","129","5.87","6.16","-0.29","5.57","4.73","16265","607572"
"Tyler Bashlor","NYM","7.50","4.83","1.55","2.00","18.9%","12.2%","6.7%",".228","1.41",".235","74.0%","135","150","145","5.33","6.18","-0.85","6.11","5.20","15203","641341"
"Chris Ellis","KCR","0.00","9.00","0.00","0.00","0.0%","20.0%","-20.0%",".250","2.00",".250","100.0%","0","138","179","0.00","6.21","-6.21","8.20","9.23","16125","595939"
"Stephen Nogosek","NYM","8.10","2.70","3.00","2.70","17.6%","5.9%","11.8%",".375","2.10",".417","53.6%","264","144","120","10.80","6.21","4.59","5.30","4.59","19545","668665"
"Michael Shawaryn","BOS","12.84","5.75","2.23","2.21","28.2%","12.6%","15.5%",".306","1.92",".412","59.5%","201","137","126","9.74","6.21","3.52","5.76","4.25","19495","642067"
"Jorge Rondon","- - -","6.50","5.00","1.30","2.00","12.9%","9.9%","3.0%",".407","2.61",".446","33.8%","332","150","127","14.00","6.25","7.75","5.11","4.84","5791","504083"
"Brock Stewart","- - -","7.41","4.09","1.81","2.21","17.9%","9.9%","8.0%",".279","1.60",".297","68.5%","145","147","127","6.05","6.25","-0.21","5.45","4.91","16727","592779"
"C.J. Riefenhauser","TBR","4.30","4.30","1.00","1.84","11.3%","11.3%","0.0%",".273","1.50",".267","67.4%","141","159","147","5.52","6.27","-0.75","5.92","5.50","11193","592677"
"Ian Hamilton","CHW","5.63","2.25","2.50","2.25","15.2%","6.1%","9.1%",".200","1.00",".174","64.5%","107","146","111","4.50","6.29","-1.79","4.69","4.28","19261","641656"
"Hector Noesi","- - -","6.86","4.62","1.48","2.09","16.5%","11.2%","5.4%",".290","1.69",".308","61.6%","186","151","138","7.61","6.30","1.30","5.81","5.33","3292","456051"
"Ryan Meisinger","BAL","9.00","4.29","2.10","2.57","24.1%","11.5%","12.6%",".234","1.33",".240","66.3%","150","143","108","6.43","6.30","0.13","4.56","4.14","18105","664682"
"Michael Mariot","- - -","8.76","5.84","1.50","2.19","22.4%","15.0%","7.5%",".220","1.46",".230","76.1%","132","151","130","5.47","6.31","-0.83","5.34","4.83","10835","592527"
"Sam Moll","OAK","9.45","4.05","2.33","2.70","20.0%","8.6%","11.4%",".406","2.40",".478","60.6%","256","147","116","10.80","6.31","4.49","5.08","4.35","14874","594580"
"Brett Kennedy","SDP","6.07","4.05","1.50","2.02","14.1%","9.4%","4.7%",".316","1.80",".333","72.1%","173","157","132","6.75","6.31","0.44","5.37","5.36","17877","664028"
"Aaron Blair","ATL","6.04","4.81","1.26","1.85","14.3%","11.4%","2.9%",".292","1.73",".308","59.5%","189","156","139","7.89","6.33","1.57","5.78","5.60","14934","594760"
"Jesus Reyes","CIN","3.18","3.18","1.00","1.59","8.3%","8.3%","0.0%",".190","1.06",".167","53.6%","77","152","128","3.18","6.34","-3.16","5.21","4.65","19277","660875"
"A.J. Morris","CIN","8.10","7.20","1.13","1.80","19.1%","17.0%","2.1%",".231","1.70",".250","70.4%","148","149","135","6.30","6.35","-0.05","5.58","5.45","9919","571963"
"Blake Smith","CHW","2.08","0.00","1.00","2.08","4.8%","0.0%","4.8%",".350","1.62",".333","75.8%","150","150","143","6.23","6.38","-0.15","6.07","5.07","9780","544930"
"Jacob Turner","- - -","5.63","4.73","1.19","1.92","13.0%","10.9%","2.1%",".319","1.88",".335","59.6%","167","148","133","7.04","6.38","0.66","5.65","5.39","10185","545363"
"Kevin McGowan","NYM","8.31","6.23","1.33","2.08","20.0%","15.0%","5.0%",".235","1.62",".250","80.4%","127","150","149","5.19","6.39","-1.20","6.47","5.40","15215","641850"
"Jake Smith","SDP","6.75","2.25","3.00","2.25","17.6%","5.9%","11.8%",".333","1.50",".364","89.3%","111","156","136","4.50","6.40","-1.90","5.64","4.33","14379","607727"
"Jen-Ho Tseng","CHC","12.38","2.25","5.50","3.38","30.6%","5.6%","25.0%",".273","1.38",".316","51.3%","215","151","82","9.00","6.41","2.59","3.50","2.99","15524","627500"
"Jordan Romano","TOR","12.33","5.28","2.33","2.35","28.0%","12.0%","16.0%",".274","1.70",".351","65.6%","167","138","97","7.63","6.41","1.22","4.45","3.99","16122","605447"
"Adam Loewen","- - -","8.88","8.17","1.09","1.42","20.2%","18.5%","1.6%",".278","1.97",".338","59.9%","218","158","144","8.88","6.41","2.47","5.69","5.42","2134","429400"
"Taylor Clarke","ARI","7.23","3.19","2.27","2.44","18.4%","8.1%","10.3%",".258","1.37",".260","74.6%","120","148","126","5.31","6.41","-1.10","5.56","5.05","17611","664199"
"Greg Mahle","LAA","6.87","4.91","1.40","1.96","16.3%","11.6%","4.7%",".311","1.80",".339","74.8%","133","153","121","5.40","6.42","-1.02","5.13","4.76","16877","657670"
"Ben Meyer","MIA","4.26","6.63","0.64","0.95","9.3%","14.4%","-5.2%",".329","2.11",".353","51.0%","274","164","172","10.42","6.42","4.00","6.97","6.29","18854","656738"
"Chris Beck","- - -","5.95","5.19","1.15","1.87","14.4%","12.6%","1.8%",".288","1.72",".302","73.9%","140","148","134","5.88","6.42","-0.54","5.74","5.43","13418","571476"
"Lisalverto Bonilla","CIN","6.87","5.40","1.27","1.96","16.3%","12.8%","3.5%",".284","1.75",".304","60.2%","182","145","128","8.10","6.43","1.67","5.53","5.49","11266","570810"
"Max Povse","SEA","4.91","2.45","2.00","2.45","9.5%","4.8%","4.8%",".450","2.73",".471","58.1%","175","149","154","7.36","6.43","0.93","6.77","5.45","16165","605428"
"Jeff Ferrell","DET","5.23","3.92","1.33","2.18","12.1%","9.1%","3.0%",".322","1.84",".329","74.2%","154","152","136","6.53","6.43","0.10","5.72","5.24","11506","594815"
"Carson Fulmer","CHW","7.89","6.08","1.30","1.81","18.4%","14.2%","4.2%",".243","1.64",".264","65.5%","152","145","141","6.56","6.44","0.12","6.15","5.54","18311","608334"
"David Hess","BAL","6.97","3.29","2.12","2.45","17.3%","8.2%","9.2%",".270","1.46",".273","67.6%","130","139","127","5.84","6.44","-0.60","5.58","5.12","16130","605276"
"Frank Garces","SDP","7.11","5.21","1.36","2.13","17.3%","12.7%","4.6%",".273","1.66",".288","79.8%","140","169","134","5.21","6.45","-1.24","5.20","4.83","13144","571057"
"Steve Johnson","- - -","8.18","6.55","1.25","2.05","19.2%","15.4%","3.8%",".239","1.68",".254","76.7%","142","155","147","5.73","6.46","-0.73","6.15","5.30","4053","489002"
"Cionel Perez","HOU","8.41","3.98","2.11","2.66","22.4%","10.6%","11.8%",".224","1.28",".216","62.5%","152","150","102","6.64","6.48","0.16","4.47","4.23","19614","672335"
"Gabe Speier","KCR","12.27","7.36","1.67","2.45","30.3%","18.2%","12.1%",".185","1.50",".200","61.0%","156","144","129","7.36","6.49","0.88","5.93","5.01","17170","642100"
"Walker Lockett","- - -","6.69","3.82","1.75","2.39","15.6%","8.9%","6.7%",".340","1.88",".363","60.3%","220","156","118","8.84","6.51","2.33","5.05","5.11","13804","621141"
"Brad Mills","OAK","1.80","1.80","1.00","1.80","4.3%","4.3%","0.0%",".333","1.60",".316","78.9%","137","165","164","5.40","6.53","-1.13","6.59","6.12","4420","502166"
"Huascar Ynoa","ATL","9.00","3.00","3.00","3.00","18.8%","6.3%","12.5%",".400","2.33",".455","17.9%","401","150","95","18.00","6.55","11.45","4.20","4.28","20468","660623"
"Brock Burke","TEX","4.73","3.71","1.27","2.03","11.7%","9.2%","2.5%",".280","1.54",".276","60.7%","147","137","126","7.43","6.55","0.87","5.79","5.86","17968","656271"
"James Marvel","PIT","4.67","3.12","1.50","2.08","10.7%","7.1%","3.6%",".329","1.79",".333","62.0%","191","149","124","8.31","6.56","1.75","5.51","5.52","19675","621086"
"Vinnie Pestano","LAA","10.03","6.17","1.63","2.31","21.7%","13.3%","8.3%",".294","1.97",".343","75.8%","139","166","149","5.40","6.56","-1.16","6.00","4.70","4782","502260"
"Kyle Dowdy","TEX","6.85","7.25","0.94","1.61","15.5%","16.4%","-0.9%",".286","1.97",".314","63.5%","144","138","129","7.25","6.57","0.68","5.94","6.19","19285","664871"
"Edgar Garcia","PHI","10.38","6.00","1.73","2.54","26.2%","15.1%","11.0%",".260","1.64",".300","80.2%","130","145","124","5.77","6.57","-0.80","5.51","4.87","19276","658305"
"Jon Edwards","- - -","9.99","7.02","1.42","2.16","25.0%","17.6%","7.4%",".192","1.47",".200","93.0%","85","158","133","3.51","6.58","-3.07","5.55","4.92","1483","457754"
"Wes Parsons","- - -","6.58","7.26","0.91","1.59","16.1%","17.8%","-1.7%",".260","1.76",".282","70.7%","121","148","136","5.67","6.61","-0.94","5.97","6.27","14764","641149"
"Angel Castro","OAK","9.00","6.75","1.33","2.25","18.2%","13.6%","4.5%",".421","2.75",".500","100.0%","57","167","120","2.25","6.63","-4.38","4.86","4.53","3243","502162"
"Scott Atchison","CLE","5.49","1.83","3.00","2.75","13.8%","4.6%","9.2%",".280","1.37",".266","66.3%","167","164","111","6.86","6.64","0.22","4.48","4.16","2642","425786"
"Collin Balester","CIN","7.47","7.47","1.00","1.72","16.9%","16.9%","0.0%",".270","1.91",".298","67.2%","190","167","174","7.47","6.64","0.82","6.79","5.78","6883","444446"
"Jake Jewell","LAA","7.62","2.86","2.67","2.54","19.2%","7.2%","12.0%",".270","1.38",".278","67.1%","152","143","95","6.99","6.67","0.32","4.31","3.84","16958","657228"
"Ariel Hernandez","CIN","10.73","8.14","1.32","2.22","26.9%","20.4%","6.5%",".163","1.48",".157","79.7%","117","151","121","5.18","6.69","-1.51","5.24","5.28","15603","554374"
"Trevor Kelley","BOS","6.48","5.40","1.20","2.16","15.0%","12.5%","2.5%",".257","1.68",".259","53.6%","179","148","177","8.64","6.69","1.95","8.11","6.70","18454","665001"
"Tyler Danish","CHW","7.62","9.00","0.85","1.38","16.7%","19.7%","-3.0%",".327","2.31",".385","85.1%","116","155","158","4.85","6.70","-1.85","6.77","6.44","15126","641501"
"Jose De Leon","- - -","9.13","4.94","1.85","2.28","20.7%","11.2%","9.5%",".265","1.65",".294","61.8%","150","163","125","6.08","6.71","-0.62","5.28","4.74","15463","592254"
"Jose Suarez","LAA","8.00","3.67","2.18","2.56","19.2%","8.8%","10.4%",".301","1.64",".325","68.6%","153","143","124","7.11","6.72","0.39","5.71","5.09","19911","660761"
"Ricardo Pinto","- - -","7.03","5.34","1.32","2.25","15.6%","11.9%","3.8%",".307","1.94",".327","59.8%","194","152","127","8.44","6.72","1.71","5.54","5.23","16318","620982"
"Kyle Wright","ATL","8.06","6.66","1.21","2.10","19.0%","15.7%","3.3%",".277","1.83",".306","65.7%","174","159","131","7.71","6.79","0.93","5.67","5.82","19665","657140"
"Rob Wooten","MIL","9.00","9.00","1.00","1.50","20.0%","20.0%","0.0%",".217","1.83",".250","37.7%","301","170","151","12.00","6.80","5.20","5.86","5.62","8532","543942"
"Chad Girodo","TOR","4.35","1.74","2.50","2.61","11.4%","4.5%","6.8%",".268","1.26",".242","91.8%","104","161","91","4.35","6.82","-2.47","3.86","3.11","15542","643325"
"Rafael Soriano","CHC","6.35","1.59","4.00","3.18","16.0%","4.0%","12.0%",".333","1.59",".333","80.6%","162","175","105","6.35","6.84","-0.49","4.07","4.04","1100","400089"
"Troy Scribner","- - -","7.24","5.27","1.38","2.30","18.3%","13.3%","5.0%",".206","1.35",".192","78.8%","101","158","146","4.28","6.85","-2.57","6.31","5.66","15570","644428"
"Tyrell Jenkins","ATL","4.50","5.71","0.79","1.90","11.0%","13.9%","-3.0%",".271","1.69",".265","73.4%","142","170","143","5.88","6.86","-0.97","5.93","6.18","11378","592433"
"Jose Rodriguez","LAA","5.95","5.03","1.18","2.29","15.5%","13.1%","2.4%",".233","1.42",".218","100.0%","59","147","131","2.75","6.88","-4.13","6.00","5.82","17860","642578"
"Paolo Espino","- - -","7.50","3.75","2.00","2.62","18.3%","9.2%","9.2%",".240","1.37",".232","72.5%","134","157","125","6.00","6.91","-0.91","5.41","4.75","8246","502179"
"Kyle Lloyd","SDP","4.50","4.50","1.00","2.25","10.0%","10.0%","0.0%",".333","2.00",".333","60.6%","214","161","126","9.00","6.91","2.09","5.44","6.10","15378","643414"
"Ryan Kelly","ATL","5.40","3.24","1.67","2.70","13.5%","8.1%","5.4%",".309","1.62",".302","65.0%","180","183","132","7.02","6.91","0.11","5.14","4.65","4858","502462"
"Chris Flexen","NYM","6.49","7.15","0.91","1.85","14.3%","15.7%","-1.5%",".318","2.13",".345","61.5%","200","164","155","8.07","6.92","1.15","6.70","6.37","13896","623167"
"Ryan Feierabend","TOR","6.35","1.59","4.00","3.18","13.8%","3.4%","10.3%",".393","2.12",".409","54.3%","243","149","120","11.12","6.92","4.20","5.49","4.97","6336","456387"
"Jesen Therrien","PHI","4.91","3.44","1.43","2.45","11.6%","8.1%","3.5%",".308","1.69",".302","60.0%","192","156","118","8.35","6.92","1.42","5.12","4.97","15853","592279"
"Ryan Cook","- - -","10.17","4.91","2.07","2.81","22.3%","10.8%","11.5%",".310","1.91",".355","56.4%","239","170","108","9.82","6.93","2.89","4.46","3.89","8855","475857"
"Matt Reynolds","- - -","9.61","5.49","1.75","2.75","22.8%","13.0%","9.8%",".266","1.68",".288","85.9%","135","177","120","5.49","6.95","-1.46","4.77","4.24","8887","519186"
"Patrick Schuster","- - -","8.31","10.38","0.80","1.04","14.8%","18.5%","-3.7%",".357","2.88",".424","31.3%","453","166","189","18.69","6.95","11.74","7.95","6.34","10029","572119"
"Jesus Sucre","- - -","0.00","3.60","0.00","1.80","0.0%","7.1%","-7.1%",".462","2.80",".440","47.6%","355","169","179","14.40","6.96","7.44","7.64","6.86","5942","491696"
"Jose Fernandez","- - -","5.14","5.79","0.89","1.93","11.8%","13.2%","-1.5%",".276","1.79",".277","50.5%","202","158","173","9.00","6.96","2.04","7.60","6.37","14733","622774"
"Jose Valdez","- - -","7.64","4.23","1.81","2.77","19.3%","10.7%","8.6%",".260","1.48",".258","73.1%","155","167","123","6.34","6.96","-0.62","5.17","4.57","14470","572308"
"Bronson Arroyo","CIN","5.70","2.41","2.37","2.92","14.0%","5.9%","8.1%",".312","1.59",".305","67.6%","166","158","134","7.35","6.99","0.36","5.81","5.42","978","276520"
"Tim Stauffer","- - -","6.10","3.92","1.56","2.61","14.0%","9.0%","5.0%",".356","1.98",".371","71.4%","175","174","118","6.97","7.00","-0.04","4.73","4.33","6432","431162"
"Miguel Montero","CHC","0.00","7.71","0.00","0.00","0.0%","14.3%","-14.3%",".364","2.57",".364","85.7%","93","165","217","3.86","7.01","-3.15","9.20","7.50","3364","471083"
"Cory Mazzoni","- - -","6.75","4.97","1.36","2.49","14.1%","10.4%","3.7%",".375","2.33",".404","41.8%","301","171","123","11.72","7.02","4.70","5.08","4.78","12537","543508"
"Angel Sanchez","PIT","7.30","0.73","10.00","3.65","18.5%","1.9%","16.7%",".302","1.38",".289","50.0%","206","163","98","8.76","7.05","1.71","4.23","3.77","11776","605795"
"Chance Adams","NYY","7.36","4.09","1.80","2.73","17.1%","9.5%","7.6%",".333","1.88",".356","64.0%","181","154","128","8.18","7.05","1.13","5.77","5.12","18135","664856"
"Andrew Faulkner","TEX","6.06","3.86","1.57","2.76","15.3%","9.7%","5.6%",".246","1.41",".224","81.3%","100","165","123","4.41","7.06","-2.65","5.13","4.73","12982","605226"
"Dean Deetz","HOU","8.10","2.70","3.00","2.70","20.0%","6.7%","13.3%",".308","1.50",".333","87.0%","132","170","121","5.40","7.06","-1.66","5.14","4.04","16687","657209"
"Nik Turley","MIN","6.62","4.08","1.63","2.55","14.6%","9.0%","5.6%",".380","2.15",".410","54.5%","254","160","128","11.21","7.06","4.14","5.60","5.14","5530","543867"
"Eric Surkamp","- - -","5.57","4.71","1.18","2.14","12.2%","10.3%","1.9%",".321","1.93",".331","70.3%","179","173","151","7.29","7.07","0.21","6.35","5.76","2540","474668"
"Chris Rowley","TOR","5.12","5.12","1.00","2.33","11.6%","11.6%","0.0%",".310","1.91",".309","63.3%","182","160","144","7.91","7.09","0.83","6.30","6.02","18820","635903"
"Ryan Carpenter","DET","5.71","2.43","2.35","2.86","13.2%","5.6%","7.6%",".337","1.78",".338","58.4%","189","158","125","8.57","7.10","1.47","5.61","5.36","12699","543001"
"Anthony Ranaudo","- - -","5.59","5.40","1.04","2.31","12.9%","12.5%","0.4%",".277","1.76",".273","55.9%","210","168","152","8.87","7.11","1.76","6.34","5.86","11424","519168"
"Jeff Beliveau","- - -","8.22","4.70","1.75","2.74","18.9%","10.8%","8.1%",".309","1.83",".333","58.5%","210","165","128","9.00","7.11","1.89","5.53","4.68","8504","542924"
"Cliff Pennington","CIN","9.00","18.00","0.50","0.00","16.7%","33.3%","-16.7%",".250","3.00",".333","66.7%","218","172","218","9.00","7.16","1.84","8.81","9.19","3395","460060"
"Rookie Davis","- - -","7.79","5.71","1.36","2.60","17.2%","12.6%","4.6%",".331","2.08",".360","67.8%","182","163","127","8.05","7.18","0.86","5.54","5.49","14962","606959"
"Reed Garrett","DET","5.87","7.63","0.77","1.76","13.0%","16.9%","-3.9%",".381","2.41",".420","68.0%","177","156","166","8.22","7.19","1.03","7.63","6.72","16866","657585"
"Kyle McGowin","WSN","9.89","3.42","2.89","3.42","23.6%","8.2%","15.5%",".280","1.56",".292","55.1%","200","165","106","8.75","7.21","1.54","4.56","4.11","15071","641851"
"Justin Marks","TBR","6.10","8.71","0.70","1.74","14.3%","20.4%","-6.1%",".231","1.84",".233","100.0%","42","174","156","1.74","7.21","-5.47","6.64","6.71","10265","476123"
"Ben Zobrist","CHC","9.00","18.00","0.50","0.00","20.0%","40.0%","-20.0%",".000","2.00",".000","100.0%","0","163","209","0.00","7.21","-7.21","9.20","11.01","7435","450314"
"Nick Martini","OAK","9.00","18.00","0.50","0.00","20.0%","40.0%","-20.0%",".000","2.00",".000","100.0%","0","161","200","0.00","7.21","-7.21","9.20","11.01","12005","605361"
"Mike Brosseau","TBR","0.00","0.00","0.00","2.25","0.0%","0.0%","0.0%",".294","1.25",".250","87.0%","103","164","151","4.50","7.21","-2.71","6.95","5.97","19683","670712"
"Scott Baker","LAD","6.55","2.45","2.67","3.27","17.8%","6.7%","11.1%",".262","1.27",".233","83.3%","153","189","119","5.73","7.22","-1.50","4.64","4.43","6176","435044"
"Erik Johnson","- - -","6.92","3.80","1.82","2.98","17.2%","9.4%","7.7%",".291","1.60",".287","84.0%","141","175","126","5.70","7.23","-1.53","5.15","4.96","12520","605304"
"Miguel Almonte","- - -","8.66","6.11","1.42","2.55","19.5%","13.8%","5.7%",".288","1.87",".314","64.3%","205","179","132","8.66","7.28","1.38","5.49","4.78","14139","602083"
"Parker Markel","- - -","9.82","6.95","1.41","2.45","21.8%","15.5%","6.4%",".289","1.95",".333","66.5%","178","164","139","7.77","7.30","0.47","6.20","5.36","12106","571917"
"Mike Hauschild","- - -","6.61","3.31","2.00","2.76","16.0%","8.0%","8.0%",".318","1.65",".327","69.6%","167","164","126","7.71","7.32","0.39","5.44","4.68","14033","623434"
"Thomas Eshelman","BAL","5.50","2.75","2.00","3.00","13.4%","6.7%","6.7%",".309","1.61",".297","66.4%","138","150","129","6.50","7.33","-0.83","5.92","5.53","18361","664045"
"R.J. Alvarez","OAK","10.35","5.85","1.77","3.15","23.0%","13.0%","10.0%",".310","2.00",".351","56.3%","251","185","131","9.90","7.33","2.57","5.29","4.39","13401","571439"
"Drew Butera","KCR","5.40","16.20","0.33","0.00","9.1%","27.3%","-18.2%",".375","3.60",".429","66.7%","248","175","219","10.80","7.35","3.45","9.35","8.58","3411","460077"
"Javy Guerra","SDP","6.23","3.12","2.00","3.12","16.7%","8.3%","8.3%",".212","1.15",".167","86.2%","123","169","122","5.19","7.37","-2.18","5.39","4.92","17292","642770"
"Vicente Campos","ARI","6.35","3.18","2.00","3.18","16.7%","8.3%","8.3%",".182","1.06",".125","93.8%","72","176","124","3.18","7.38","-4.21","5.15","4.66","11681","553883"
"David Holmberg","- - -","5.02","5.23","0.96","2.30","11.8%","12.3%","-0.5%",".283","1.73",".275","76.1%","137","173","152","5.65","7.38","-1.73","6.39","5.97","7725","571787"
"Drew Hayes","CIN","7.45","5.59","1.33","2.79","16.7%","12.5%","4.2%",".357","2.17",".387","65.5%","197","174","131","8.38","7.39","0.99","5.42","4.94","10528","502457"
"Pat Light","- - -","8.64","8.64","1.00","2.16","17.6%","17.6%","0.0%",".297","2.28",".333","50.9%","262","174","137","11.34","7.41","3.93","5.79","5.50","13427","572990"
"Zac Reininger","DET","6.10","4.27","1.43","2.90","13.9%","9.8%","4.2%",".340","1.97",".345","69.4%","180","166","129","8.08","7.44","0.65","5.74","5.34","15285","643617"
"Raul Alcantara","OAK","5.05","3.11","1.63","2.72","12.3%","7.6%","4.7%",".282","1.49",".264","65.6%","172","177","134","7.19","7.45","-0.26","5.78","5.33","12790","593417"
"Luis Escobar","PIT","3.18","6.35","0.50","1.59","6.9%","13.8%","-6.9%",".417","2.47",".429","73.5%","183","169","180","7.94","7.45","0.49","7.96","7.04","17345","650813"
"Ronald Herrera","NYY","9.00","3.00","3.00","3.00","21.4%","7.1%","14.3%",".250","1.33",".250","83.3%","138","167","99","6.00","7.49","-1.49","4.34","3.33","15688","622703"
"Alejandro Chacin","CIN","9.00","6.00","1.50","3.00","18.8%","12.5%","6.3%",".393","2.50",".450","65.6%","236","169","141","10.50","7.49","3.01","6.12","5.06","13530","591701"
"David Carpenter","ATL","12.27","0.00","5.00","4.91","29.4%","0.0%","29.4%",".353","1.64",".400","93.8%","189","198","83","7.36","7.50","-0.13","3.22","2.31","9244","518526"
"Mike Freeman","- - -","0.00","0.00","0.00","3.00","0.0%","0.0%","0.0%",".357","1.67",".308","55.6%","201","167","141","9.00","7.53","1.47","6.37","6.36","11241","502273"
"Alex McRae","PIT","6.55","5.73","1.14","2.45","14.6%","12.8%","1.8%",".317","1.97",".330","62.1%","191","174","148","8.18","7.57","0.61","6.44","5.76","16317","656725"
"Miguel Del Pozo","LAA","10.61","7.71","1.38","2.89","24.4%","17.8%","6.7%",".270","1.93",".304","50.7%","228","162","126","10.61","7.61","3.00","5.77","5.46","18792","600887"
"Kyle Keller","MIA","9.28","6.75","1.38","2.53","23.9%","17.4%","6.5%",".139","1.22",".091","100.0%","81","178","149","3.37","7.62","-4.25","6.57","5.59","18890","664918"
"Tim Melville","- - -","7.31","5.44","1.34","2.81","17.2%","12.8%","4.4%",".292","1.79",".298","75.0%","146","170","130","6.75","7.63","-0.88","5.67","5.67","9149","543532"
"Ryan Raburn","CLE","0.00","13.50","0.00","0.00","0.0%","25.0%","-25.0%",".333","3.00",".333","0.0%","0","189","245","0.00","7.63","-7.63","9.85","9.54","2218","430605"
"Tyler Moore","WSN","0.00","0.00","0.00","0.00","0.0%","0.0%","0.0%",".000","0.00",".000","100.0%","0","198","196","0.00","7.63","-7.63","7.63","4.48","7244","489138"
"Myles Jaye","DET","2.84","7.11","0.40","1.42","5.6%","14.1%","-8.5%",".310","2.21",".308","46.1%","273","172","169","12.08","7.66","4.42","7.43","6.77","11769","594867"
"Seth Frankoff","CHC","9.00","0.00","2.00","4.50","22.2%","0.0%","22.2%",".444","2.00",".500","76.9%","208","177","89","9.00","7.66","1.34","3.83","3.20","11346","571676"
"Cory Spangenberg","SDP","0.00","13.50","0.00","0.00","0.0%","25.0%","-25.0%",".444","3.50",".444","57.1%","346","191","251","13.50","7.66","5.84","10.14","10.13","12294","605486"
"Jose Quijada","MIA","13.35","7.89","1.69","3.03","30.6%","18.1%","12.5%",".237","1.79",".283","86.0%","138","179","118","5.76","7.66","-1.90","5.23","4.76","19200","650671"
"Jake Esch","- - -","6.92","5.54","1.25","2.77","16.4%","13.1%","3.3%",".327","1.92",".342","88.2%","130","181","119","5.54","7.69","-2.15","5.10","5.31","12756","605222"
"Allen Webster","- - -","5.80","5.20","1.12","2.60","13.9%","12.4%","1.4%",".270","1.64",".257","69.1%","134","191","144","5.60","7.69","-2.09","5.76","5.47","3993","543903"
"Brandon Dixon","- - -","5.40","0.00","2.00","2.70","15.4%","0.0%","15.4%",".091","0.30",".000","62.5%","116","168","160","5.40","7.69","-2.29","7.07","5.11","15214","641525"
"Mark Reynolds","- - -","0.00","6.75","0.00","0.00","0.0%","12.5%","-12.5%",".333","2.25",".333","50.0%","271","168","244","13.50","7.70","5.80","10.68","7.17","7619","448602"
