"Name","Team","K/9","BB/9","K/BB","HR/9","K%","BB%","K-BB%","AVG","WHIP","BABIP","LOB%","ERA-","FIP-","xFIP-","ERA","FIP","E-F","xFIP","SIERA","playerid","mlbamid"
"Brusdar Graterol","- - -","7.22","2.17","3.32","0.54","19.6%","5.9%","13.7%",".232","1.11",".281","67.8%","90","80","86","3.72","3.37","0.36","3.63","3.36","20367","660813"
"Nick Sandlin","CLE","10.31","4.75","2.17","0.46","27.7%","12.8%","15.0%",".176","1.15",".244","75.2%","62","83","98","2.55","3.37","-0.82","4.01","3.77","20517","680704"
"Andre Jackson","LAD","8.02","4.22","1.90","0.42","20.7%","10.9%","9.8%",".232","1.36",".290","83.3%","52","81","116","2.11","3.38","-1.27","4.79","4.46","21298","656578"
"Seth Martinez","HOU","8.86","3.67","2.41","0.65","24.0%","9.9%","14.0%",".203","1.15",".257","75.9%","75","85","103","3.02","3.38","-0.36","4.11","3.77","21045","661527"
"Michael Plassmeyer","PHI","8.59","1.23","7.00","1.23","24.1%","3.4%","20.7%",".321","1.36",".400","81.4%","90","83","66","3.68","3.39","0.30","2.62","2.78","23191","674681"
"Jeremy Jeffress","- - -","9.00","3.32","2.71","0.65","24.8%","9.2%","15.7%",".206","1.11",".265","79.2%","60","79","85","2.61","3.39","-0.78","3.67","3.63","9490","502026"
"Freddy Peralta","MIL","11.69","3.73","3.13","0.98","31.2%","10.0%","21.3%",".193","1.13",".265","71.0%","90","80","92","3.82","3.39","0.43","3.86","3.58","18679","642547"
"Seth Lugo","NYM","10.33","2.49","4.15","1.09","28.0%","6.7%","21.2%",".221","1.11",".285","77.2%","83","83","81","3.25","3.40","-0.15","3.40","3.19","12447","607625"
"Mike Soroka","ATL","7.19","2.31","3.11","0.63","19.6%","6.3%","13.3%",".240","1.16",".288","76.3%","65","78","88","2.86","3.40","-0.54","3.87","4.33","18383","647336"
"Conner Greene","- - -","9.24","4.26","2.17","0.36","21.5%","9.9%","11.6%",".302","1.74",".392","59.2%","161","75","121","7.11","3.41","3.70","5.19","4.39","16455","641632"
"Angel Rondon","STL","6.43","5.14","1.25","0.00","18.5%","14.8%","3.7%",".087","0.86",".111","100.0%","0","86","144","0.00","3.41","-3.41","5.86","5.67","22036","667373"
"Julio Urias","LAD","8.98","2.23","4.02","0.97","24.9%","6.2%","18.7%",".206","1.02",".252","79.8%","63","81","94","2.61","3.42","-0.80","3.96","3.80","14765","628711"
"David Robertson","- - -","11.49","4.20","2.73","0.95","30.8%","11.3%","19.5%",".187","1.15",".254","76.5%","74","82","85","3.08","3.42","-0.34","3.50","3.27","8241","502085"
"Kenley Jansen","- - -","11.28","3.08","3.66","1.11","30.7%","8.4%","22.3%",".190","1.04",".250","76.6%","75","82","89","3.08","3.42","-0.34","3.75","3.15","3096","445276"
"Joe Kelly","- - -","10.47","4.28","2.44","0.65","26.7%","10.9%","15.8%",".225","1.33",".305","67.2%","102","80","82","4.28","3.42","0.86","3.50","3.54","9761","523260"
"Brad Hand","- - -","10.97","3.41","3.21","0.86","28.8%","9.0%","19.8%",".216","1.19",".292","73.8%","73","81","92","3.10","3.43","-0.32","3.92","3.37","9111","543272"
"Scott Blewett","KCR","9.00","6.75","1.33","0.00","21.6%","16.2%","5.4%",".290","1.88",".391","80.0%","74","80","132","3.38","3.43","-0.05","5.72","5.35","16427","656240"
"Noah Syndergaard","- - -","8.36","2.21","3.78","0.88","22.2%","5.9%","16.4%",".254","1.23",".310","72.4%","95","82","91","3.81","3.43","0.38","3.78","3.96","11762","592789"
"Charlie Morton","- - -","10.74","2.99","3.59","0.96","28.8%","8.0%","20.8%",".217","1.14",".289","75.1%","83","83","80","3.52","3.43","0.08","3.43","3.55","4676","450203"
"Zach Pop","- - -","7.30","2.69","2.71","0.48","18.9%","6.9%","11.9%",".260","1.31",".317","72.2%","88","84","95","3.56","3.43","0.12","3.95","3.69","20185","647315"
"Alex Avila","ARI","2.25","2.25","1.00","0.00","6.7%","6.7%","0.0%",".214","1.00",".231","75.0%","51","82","144","2.25","3.44","-1.19","6.08","6.27","7476","488671"
"Mark Melancon","- - -","7.46","3.06","2.44","0.58","19.4%","8.0%","11.5%",".265","1.37",".323","72.6%","81","84","90","3.35","3.45","-0.10","3.77","3.87","4264","453343"
"Tony Barnette","- - -","8.46","1.63","5.20","0.98","23.9%","4.6%","19.3%",".206","0.94",".247","67.2%","56","79","84","2.60","3.45","-0.85","3.58","3.15","3555","501817"
"Hyun-Jin Ryu","- - -","8.23","1.65","4.98","1.04","22.6%","4.5%","18.1%",".241","1.11",".289","77.5%","73","81","82","3.14","3.45","-0.32","3.53","3.83","14444","547943"
"Tony Gonsolin","LAD","8.81","3.00","2.93","0.83","24.8%","8.5%","16.4%",".182","0.99",".223","81.3%","61","83","97","2.51","3.45","-0.94","4.08","4.04","19388","664062"
"Trevor Rogers","MIA","10.14","3.49","2.90","0.87","26.1%","9.0%","17.1%",".245","1.34",".321","70.5%","102","85","91","4.13","3.46","0.68","3.78","3.92","22286","669432"
"Peter Solomon","HOU","6.43","5.14","1.25","0.00","18.2%","14.5%","3.6%",".213","1.29",".270","88.9%","30","81","110","1.29","3.46","-2.17","4.72","5.13","20476","656981"
"Tejay Antone","CIN","11.35","3.78","3.00","0.91","32.3%","10.8%","21.6%",".157","0.96",".213","85.0%","53","76","82","2.48","3.46","-0.98","3.59","3.41","16233","622088"
"Corey Kluber","- - -","8.75","1.89","4.63","1.03","23.6%","5.1%","18.5%",".248","1.17",".303","73.0%","91","84","89","3.72","3.46","0.27","3.70","3.73","2429","446372"
"Sam Dyson","- - -","7.53","2.24","3.36","0.75","21.3%","6.3%","14.9%",".226","1.07",".271","74.7%","72","85","86","2.98","3.47","-0.49","3.67","3.53","11710","473879"
"Hector Neris","- - -","12.00","3.32","3.62","1.17","32.0%","8.8%","23.1%",".212","1.16",".290","72.7%","92","81","81","3.81","3.48","0.32","3.41","3.03","11804","593576"
"Craig Kimbrel","- - -","13.46","4.38","3.08","1.16","35.9%","11.7%","24.3%",".183","1.15",".268","76.1%","80","82","82","3.43","3.49","-0.06","3.45","2.95","6655","518886"
"Rowan Wick","- - -","9.86","4.07","2.42","0.74","24.8%","10.2%","14.6%",".259","1.47",".340","71.9%","93","85","95","3.82","3.49","0.33","3.99","3.86","14646","592858"
"Dinelson Lamet","- - -","12.20","3.70","3.30","1.10","32.0%","9.7%","22.3%",".215","1.22",".301","73.6%","92","81","84","3.82","3.49","0.33","3.63","3.53","17186","659275"
"Michael King","NYY","9.76","3.21","3.04","0.88","25.7%","8.4%","17.2%",".228","1.22",".293","70.4%","91","81","88","3.84","3.50","0.34","3.76","3.64","19853","650633"
"Sam Tuivailala","- - -","8.55","3.45","2.48","0.60","22.0%","8.9%","13.1%",".233","1.28",".292","79.6%","74","84","105","3.00","3.50","-0.50","4.47","4.08","13485","592815"
"Sixto Sanchez","MIA","7.62","2.54","3.00","0.69","20.9%","7.0%","13.9%",".248","1.21",".303","75.9%","80","80","92","3.46","3.50","-0.04","4.08","4.18","19680","664350"
"Trevor Bauer","- - -","11.25","3.05","3.68","1.12","30.4%","8.3%","22.2%",".204","1.09",".270","78.0%","68","79","84","3.07","3.51","-0.44","3.70","3.58","12703","545333"
"Matt Brash","SEA","11.01","5.86","1.88","0.53","27.9%","14.9%","13.1%",".246","1.56",".352","72.9%","120","91","94","4.44","3.51","0.93","3.70","4.00","25756","666374"
"Keone Kela","- - -","10.97","3.24","3.38","1.14","29.6%","8.7%","20.8%",".201","1.11",".260","79.6%","72","81","86","3.15","3.51","-0.36","3.69","3.28","14696","605309"
"Alek Manoah","TOR","8.96","2.66","3.37","0.82","24.7%","7.3%","17.3%",".197","1.01",".245","80.3%","63","85","100","2.60","3.51","-0.91","4.05","3.85","26410","666201"
"Sean Hjelle","SFG","10.08","2.88","3.50","1.08","24.3%","7.0%","17.4%",".311","1.64",".400","60.8%","146","92","69","5.76","3.51","2.25","2.72","2.72","21481","663546"
"Alex Vesia","- - -","12.59","4.83","2.60","1.00","33.3%","12.8%","20.5%",".170","1.16",".239","75.0%","71","84","96","2.92","3.52","-0.61","3.96","3.34","25007","681911"
