"Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","playerid","mlbamid"
"Jameson Taillon","- - -","76","2.6%","32.9%","0.08",".091",".118",".106",".224",".015","0.1",".146","","","0.0","-4","-13.0",".103","-43","11674","592791"
"Yu Darvish","- - -","131","1.5%","48.1%","0.03",".091",".112",".116",".228",".025","1.0",".186","","","0.0","-8","-23.7",".103","-44","13074","506433"
"Rocky Gale","LAD","17","0.0%","47.1%","0.00",".118",".118",".118",".235",".000","2.6",".222","-0.1","-0.2","0.0","-1","-3.2",".102","-43","10533","502570"
"Jeremy Hellickson","WSN","48","4.2%","35.4%","0.12",".073",".116",".098",".214",".024","2.6",".125","","","0.0","-3","-8.4",".102","-47","4371","476451"
"Jordan Yamamoto","- - -","28","3.6%","35.7%","0.10",".087",".125",".087",".212",".000","0.1",".154","","","0.0","-2","-5.4",".102","-46","17585","657141"
"Jon Gray","- - -","170","3.5%","49.4%","0.07",".082",".118",".096",".214",".014","1.3",".194","","","0.0","-10","-30.6",".101","-60","14916","592351"
"Bryse Wilson","- - -","36","0.0%","41.7%","0.00",".094",".121",".094",".215",".000","1.6",".176","","","0.0","-2","-6.7",".101","-47","19990","669060"
"Dakota Hudson","STL","64","1.6%","40.6%","0.04",".091",".123",".091",".214",".000","1.6",".172","","","0.0","-4","-12.2",".101","-45","19206","641712"
"Trevor Bauer","- - -","59","5.1%","40.7%","0.13",".077",".127",".077",".204",".000","1.3",".143","","","0.0","-3","-10.7",".101","-45","12703","545333"
"Mitch Keller","PIT","43","4.7%","39.5%","0.12",".079",".125",".079",".204",".000","2.0",".143","","","0.0","-3","-7.8",".101","-42","17594","656605"
"Jason Vargas","- - -","76","1.3%","39.5%","0.03",".104",".118",".104",".222",".000","1.1",".189","","","0.0","-5","-14.1",".100","-43","8044","450306"
"Ryan Vilade","COL","7","14.3%","14.3%","1.00",".000",".143",".000",".143",".000","0.1",".000","0.0","0.1","0.0","0","-1.2",".099","-59","22165","668723"
"Ryan Dorow","TEX","7","14.3%","42.9%","0.33",".000",".143",".000",".143",".000","0.1",".000","0.0","0.1","0.0","0","-1.2",".099","-47","23559","676900"
"Drew Jackson","- - -","7","14.3%","28.6%","0.50",".000",".143",".000",".143",".000","0.1",".000","0.0","0.0","0.0","0","-1.2",".099","-45","17807","623515"
"Travis Swaggerty","PIT","9","0.0%","44.4%","0.00",".111",".111",".111",".222",".000","0.1",".200","0.0","0.0","0.0","0","-1.5",".098","-46","24491","680552"
"Jordan Lyles","- - -","74","5.4%","55.4%","0.10",".061",".127",".061",".187",".000","2.6",".160","","","0.0","-5","-13.8",".098","-48","7593","543475"
"Chad Kuhl","- - -","51","2.0%","31.4%","0.06",".095",".116",".095",".212",".000","2.6",".154","","","0.0","-3","-9.0",".098","-45","14975","641771"
"Bryan Mitchell","- - -","19","0.0%","52.6%","0.00",".111",".111",".111",".222",".000","0.1",".250","","","0.0","-1","-3.4",".098","-46","11479","571951"
"Alfredo Gonzalez","CHW","9","0.0%","44.4%","0.00",".111",".111",".111",".222",".000","0.1",".200","0.0","0.1","0.0","-1","-1.6",".098","-49","14267","554054"
"Jake Woodford","STL","20","0.0%","45.0%","0.00",".111",".111",".111",".222",".000","0.1",".222","","","0.0","-1","-3.6",".098","-42","18674","663765"
"Wil Crowe","- - -","41","2.4%","34.1%","0.07",".057",".108",".086",".194",".029","2.6",".095","","","0.0","-2","-7.4",".096","-47","19800","640444"
"Daniel Ponce de Leon","STL","27","3.7%","48.1%","0.08",".043",".083",".130",".214",".087","2.6",".100","","","0.0","-2","-5.0",".095","-45","16110","594965"
"Lucius Fox","WSN","28","3.6%","32.1%","0.11",".080",".115",".080",".195",".000","6.9",".125","0.3","-0.2","0.2","-2","-4.8",".094","-50","18899","665650"
"Taylor Widener","ARI","18","5.6%","61.1%","0.09",".063",".118",".063",".180",".000","2.6",".200","","","0.0","-1","-3.3",".092","-50","19266","642203"
"Jose Quintana","- - -","123","0.8%","43.1%","0.02",".093",".102",".103",".205",".009","0.7",".185","","","0.0","-9","-23.6",".091","-55","11423","500779"
"Chase Anderson","- - -","107","1.9%","49.5%","0.04",".083",".102",".094",".196",".010","0.8",".186","","","0.0","-8","-20.6",".089","-56","6895","502624"
"Clay Buchholz","- - -","37","2.7%","45.9%","0.06",".065",".094",".097",".191",".032","0.1",".143","","","0.0","-3","-6.8",".088","-57","3543","453329"
"Cody Poteet","MIA","11","0.0%","27.3%","0.00",".100",".100",".100",".200",".000","2.6",".143","","","0.0","-1","-2.1",".088","-49","18769","547001"
"Jordan Holloway","MIA","10","0.0%","60.0%","0.00",".100",".100",".100",".200",".000","0.1",".250","","","0.0","-1","-1.9",".088","-49","20631","656548"
"Sammy Long","SFG","11","0.0%","36.4%","0.00",".100",".100",".100",".200",".000","0.1",".167","","","0.0","-1","-2.1",".088","-50","25379","669674"
"Daniel Norris","- - -","10","0.0%","40.0%","0.00",".100",".100",".100",".200",".000","2.6",".167","","","0.0","-1","-1.9",".087","-52","13475","596057"
"Sandy Alcantara","MIA","140","3.6%","70.7%","0.05",".055",".104",".070",".174",".016","0.6",".241","","","0.0","-10","-27.1",".087","-51","18684","645261"
"John Gant","- - -","55","0.0%","43.6%","0.00",".043",".043",".170",".213",".128","0.1",".000","","","0.0","-4","-10.6",".086","-53","13684","607231"
"Jarrod Saltalamacchia","DET","8","12.5%","50.0%","0.25",".000",".125",".000",".125",".000","0.1",".000","0.0","0.1","0.0","-1","-1.5",".086","-60","5557","457454"
"Joey Lucchesi","- - -","104","5.8%","61.5%","0.09",".054",".111",".054",".165",".000","1.2",".172","","","0.0","-8","-20.4",".086","-54","19320","664192"
"Chris Paddack","- - -","88","1.1%","51.1%","0.02",".078",".101",".078",".179",".000","2.2",".188","","","0.0","-7","-17.4",".084","-53","20099","663978"
"Gift Ngoepe","TOR","19","5.3%","63.2%","0.08",".056",".105",".056",".161",".000","2.6",".167","0.1","0.1","0.0","-1","-3.6",".083","-61","10340","547912"
"Matt Harvey","- - -","63","3.2%","34.9%","0.09",".069",".100",".069",".169",".000","0.6",".111","","","0.0","-5","-12.1",".082","-61","11713","518774"
"Freddy Peralta","MIL","88","1.1%","46.6%","0.02",".083",".094",".083",".177",".000","1.1",".163","","","0.0","-7","-17.2",".080","-59","18679","642547"
"Lance Lynn","- - -","11","0.0%","63.6%","0.00",".091",".091",".091",".182",".000","0.1",".250","","","0.0","-1","-2.2",".080","-52","2520","458681"
"Johnny Cueto","- - -","54","5.6%","27.8%","0.20",".044",".104",".044",".149",".000","4.1",".067","","","0.2","-4","-10.4",".080","-51","6893","456501"
"Raudy Read","WSN","11","0.0%","45.5%","0.00",".091",".091",".091",".182",".000","0.1",".167","0.0","-0.1","0.0","-1","-2.3",".079","-64","15766","600466"
"Gio Gonzalez","- - -","83","2.4%","57.8%","0.04",".066",".090",".079",".169",".013","2.6",".179","","","0.0","-7","-16.5",".079","-64","7448","461829"
"Andrew Suarez","SFG","54","3.7%","51.9%","0.07",".060",".096",".060",".156",".000","0.8",".136","","","0.0","-4","-10.5",".077","-59","18300","605498"
"Merrill Kelly","ARI","118","5.1%","44.1%","0.12",".040",".095",".051",".146",".010","2.0",".085","","","0.0","-10","-24.1",".076","-63","11156","518876"
"Derek Holland","- - -","72","2.8%","59.7%","0.05",".060",".087",".075",".162",".015","1.6",".167","","","0.0","-6","-14.3",".076","-61","4141","502706"
"Adbert Alzolay","CHC","38","2.6%","39.5%","0.07",".056",".081",".083",".164",".028","1.6",".095","","","0.0","-3","-7.6",".076","-58","17859","640470"
"Trevor Rogers","MIA","46","2.2%","58.7%","0.04",".070",".091",".070",".161",".000","0.1",".188","","","0.0","-4","-9.1",".076","-57","22286","669432"
"Dario Agrazal","PIT","24","0.0%","37.5%","0.00",".091",".087",".091",".178",".000","0.1",".143","","","0.0","-2","-5.1",".076","-64","15821","642607"
"Ian Anderson","ATL","41","2.4%","70.7%","0.03",".054",".079",".081",".160",".027","0.1",".250","","","0.0","-3","-8.2",".074","-63","19951","666120"
"Alex Wood","- - -","109","4.6%","51.4%","0.09",".044",".094",".044",".138",".000","2.1",".114","","","-0.2","-9","-21.6",".072","-61","13781","622072"
"Lucas Sims","- - -","12","0.0%","58.3%","0.00",".083",".083",".083",".167",".000","0.1",".200","","","0.0","-1","-2.5",".072","-65","13470","608371"
"Anibal Sanchez","- - -","100","1.0%","49.0%","0.02",".075",".085",".075",".160",".000","0.3",".159","","","0.0","-8","-20.6",".072","-68","3284","434671"
"Ty Blach","- - -","35","5.7%","45.7%","0.13",".033",".094",".033",".127",".000","0.1",".071","","","0.0","-3","-7.0",".071","-64","14361","621389"
"Tommy Milone","- - -","11","9.1%","36.4%","0.25",".000",".100",".000",".100",".000","0.1",".000","","","0.0","-1","-2.2",".069","-66","7608","543548"
"David Hess","- - -","11","9.1%","36.4%","0.25",".000",".100",".000",".100",".000","2.6",".000","","","0.0","-1","-2.4",".069","-62","16130","605276"
"Christian Lopes","OAK","10","10.0%","50.0%","0.20",".000",".100",".000",".100",".000","0.1",".000","0.0","0.1","0.0","-1","-1.9",".069","-63","13472","547173"
"Josiah Gray","- - -","24","4.2%","50.0%","0.08",".045",".087",".045",".132",".000","0.1",".100","","","0.0","-2","-4.9",".068","-64","24580","680686"
"Matt den Dekker","NYM","21","9.5%","42.9%","0.22",".000",".095",".000",".095",".000","0.1",".000","0.0","0.1","0.0","-2","-4.3",".066","-66","11385","544925"
"Mike Minor","- - -","20","0.0%","55.0%","0.00",".053",".053",".105",".158",".053","0.1",".125","","","0.0","-2","-4.3",".066","-61","10021","501985"
"Robbie Ray","- - -","109","0.0%","48.6%","0.00",".071",".071",".082",".152",".010","2.2",".152","","","0.0","-10","-23.2",".066","-72","11486","592662"
"Sherman Johnson","LAA","11","0.0%","36.4%","0.00",".000",".091",".000",".091",".000","0.1",".000","0.0","0.0","0.0","-1","-2.2",".065","-72","13906","582473"
"Touki Toussaint","- - -","38","5.3%","55.3%","0.10",".029",".083",".029",".113",".000","2.6",".077","","","0.0","-3","-8.1",".063","-69","16929","657053"
"Frankie Montas","- - -","11","9.1%","72.7%","0.13",".000",".091",".000",".091",".000","0.1",".000","","","0.0","-1","-2.3",".063","-60","14309","593423"
"Dustin May","LAD","15","0.0%","46.7%","0.00",".071",".071",".071",".143",".000","0.1",".143","","","0.0","-1","-3.3",".062","-70","19716","669160"
"Mike Leake","- - -","28","3.6%","53.6%","0.07",".040",".077",".040",".117",".000","0.1",".100","","","0.0","-3","-6.2",".060","-74","10130","502190"
"Alec Mills","CHC","54","0.0%","64.8%","0.00",".060",".060",".080",".140",".020","1.6",".200","","","0.0","-5","-11.6",".060","-72","13834","621219"
"Nick Neidert","MIA","12","8.3%","41.7%","0.20",".000",".083",".000",".083",".000","0.1",".000","","","0.0","-1","-2.5",".058","-69","18699","663734"
"Jose Berrios","- - -","13","7.7%","61.5%","0.13",".000",".083",".000",".083",".000","2.6",".000","","","0.0","-1","-2.9",".058","-71","14168","621244"
"Miguel Montero","WSN","13","15.4%","23.1%","0.67",".000",".154",".000",".154",".000","0.1",".000","0.0","0.1","0.0","-1","-2.7",".057","-78","3364","471083"
"Domingo German","NYY","13","7.7%","76.9%","0.10",".000",".083",".000",".083",".000","0.1",".000","","","0.0","-1","-2.9",".057","-66","17149","593334"
"Erick Fedde","WSN","80","2.5%","31.3%","0.08",".045",".071",".045",".116",".000","2.0",".070","","","0.0","-7","-17.1",".057","-74","17425","607200"
"Drew Smyly","- - -","63","1.6%","44.4%","0.04",".050",".066",".050",".116",".000","1.1",".094","","","0.0","-6","-13.8",".055","-76","11760","592767"
"Elieser Hernandez","MIA","53","1.9%","45.3%","0.04",".045",".067",".045",".112",".000","1.6",".100","","","0.0","-5","-11.6",".054","-70","16933","622694"
"Josh Rogers","- - -","14","7.1%","28.6%","0.25",".000",".077",".000",".077",".000","0.1",".000","","","0.0","-1","-3.0",".053","-75","18510","642028"
"Sal Romano","- - -","44","0.0%","59.1%","0.00",".050",".050",".075",".125",".025","2.6",".143","","","0.0","-4","-9.4",".053","-79","13690","607219"
"Cody Reed","- - -","13","7.7%","84.6%","0.09",".000",".077",".000",".077",".000","0.1",".000","","","0.0","-1","-2.8",".053","-80","15232","642003"
"Jarlin Garcia","- - -","14","7.1%","71.4%","0.10",".000",".077",".000",".077",".000","0.1",".000","","","0.0","-1","-3.0",".053","-71","18282","606424"
"Antonio Senzatela","COL","126","0.8%","44.4%","0.02",".049",".058",".058",".116",".010","2.6",".106","","","0.0","-13","-27.9",".052","-90","15488","622608"
"Sean Newcomb","- - -","63","1.6%","63.5%","0.03",".037",".055",".056",".110",".019","2.6",".143","","","0.0","-6","-13.7",".051","-80","16943","656794"
"Jose Urena","- - -","75","2.7%","66.7%","0.04",".029",".057",".044",".101",".015","2.6",".111","","","0.0","-8","-16.6",".050","-76","11589","570632"
"Mike Foltynewicz","- - -","106","0.0%","58.5%","0.00",".053",".053",".063",".116",".011","2.6",".152","","","0.0","-11","-23.5",".050","-83","10811","592314"
"Carlos Carrasco","- - -","23","0.0%","52.2%","0.00",".053",".053",".053",".105",".000","0.1",".143","","","0.0","-2","-5.3",".046","-77","6632","471911"
"Mitch White","- - -","16","6.3%","68.8%","0.09",".000",".063",".000",".063",".000","2.6",".000","","","0.0","-2","-3.6",".043","-79","19225","669952"
"Alex Young","- - -","29","0.0%","75.9%","0.00",".034",".034",".034",".069",".000","2.6",".143","","","0.0","-4","-7.2",".030","-94","18333","622065"
"Ivan Nova","- - -","61","0.0%","55.7%","0.00",".017",".017",".017",".034",".000","2.6",".042","","","0.0","-8","-15.0",".015","-100","1994","467100"
"Neftali Feliz","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","18","491703"
"Xavier Cedeno","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","36","458584"
"Bartolo Colon","TEX","4","0.0%","75.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-1","-1.0",".000","-100","375","112526"
"CC Sabathia","NYY","3","0.0%","66.7%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.8",".000","-100","404","282332"
"Fernando Rodney","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","494","407845"
"Rhiner Cruz","TOR","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","711","462480"
"Marco Estrada","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","1118","462136"
"Matt Bush","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","1246","456713"
"Adam Ottavino","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","1247","493603"
"Blake Wood","LAA","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","1345","502028"
"Jon Edwards","CLE","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","1483","457754"
"Oliver Perez","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","1514","424144"
"Sean Doolittle","- - -","3","0.0%","66.7%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.8",".000","-100","1581","448281"
"Matt Belisle","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","1837","279571"
"Edwin Jackson","- - -","5","0.0%","40.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-1","-1.3",".000","-100","1841","429719"
"Ryan Madson","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","1852","425492"
"Matt Moore","- - -","20","0.0%","65.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-3","-5.2",".000","-100","1890","519043"
"Blaine Boyer","KCR","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","2237","430641"
"Hector Rondon","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","2391","444468"
"Corey Kluber","- - -","9","0.0%","66.7%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-1","-2.3",".000","-100","2429","446372"
"Brett Cecil","STL","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","2660","446399"
"Santiago Casilla","OAK","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","2873","433586"
"Luis Avilan","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","2882","501593"
"Zach McAllister","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","2895","502083"
"Josh Ravin","ATL","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","2951","502051"
"Kenley Jansen","- - -","2","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.5",".000","-100","3096","445276"
"Tony Watson","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","3132","453265"
"Tim Collins","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3164","525768"
"Will Harris","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3192","501789"
"Ervin Santana","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3200","429722"
"Tyler Ladendorf","CHC","1","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","0.0","0.0","0.0","0","-0.3",".000","-100","3211","502285"
"T.J. McFarland","- - -","12","0.0%","75.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-2","-3.2",".000","-100","3237","519008"
"Zack Britton","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3240","502154"
"Joe Smith","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3281","501925"
"Chris Hatcher","OAK","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3299","501822"
"Darren O'Day","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3321","503285"
"Liam Hendriks","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3548","521230"
"Tony Barnette","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3555","501817"
"Brian Schlitter","OAK","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3599","489295"
"Jim Johnson","LAA","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3656","462382"
"Zach Duke","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","3840","435043"
"Matt Magill","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","3950","543483"
"David Carpenter","TEX","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3959","502304"
"Edinson Volquez","TEX","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3990","450172"
"Allen Webster","CHC","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","3993","543903"
"Yusmeiro Petit","OAK","1","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","4020","433589"
"Hector Santiago","- - -","4","0.0%","50.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-1","-1.0",".000","-100","4026","502327"
"Emilio Bonifacio","WSN","3","0.0%","66.7%","0.00",".000",".000",".000",".000",".000","0.0",".000","0.0","0.0","-0.4","0","-0.8",".000","-100","4054","466988"
"Pedro Strop","- - -","2","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.5",".000","-100","4070","467008"
"Junichi Tazawa","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4079","547749"
"Luke Gregerson","STL","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4090","502381"
"Edward Paredes","LAD","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4168","487675"
"Rafael Dolis","TOR","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4185","503569"
"David Hernandez","CIN","1","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","4259","456696"
"Mark Melancon","- - -","1","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","4264","453343"
"Matt Albers","MIL","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4300","458006"
"Justin Wilson","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","4301","458677"
"Jordan Zimmermann","- - -","5","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-1","-1.3",".000","-100","4505","519455"
"Jason Hammel","KCR","3","0.0%","66.7%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.8",".000","-100","4538","434628"
"Pat Neshek","PHI","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4682","450212"
"Nate Jones","- - -","1","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","4696","518858"
"Felix Hernandez","SEA","7","0.0%","28.6%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-1","-1.9",".000","-100","4772","433587"
"Matt Shoemaker","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4776","533167"
"Brandon Maurer","KCR","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4878","543506"
"Peter Moylan","ATL","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4891","493247"
"Scott Kazmir","SFG","4","0.0%","50.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-1","-1.0",".000","-100","4897","431148"
"Fernando Salas","- - -","1","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","4971","477569"
"Fernando Abad","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","4994","472551"
"Jake Diekman","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","5003","518617"
"Josh Fields","LAD","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5070","451661"
"Anthony Gose","CLE","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5097","543238"
"Jeurys Familia","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5114","544727"
"Brandon Mann","TEX","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5172","448167"
"Blake Parker","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","5224","453284"
"Chris Tillman","BAL","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5279","501957"
"Manny Banuelos","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5365","544365"
"Michael Pineda","- - -","7","0.0%","28.6%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-1","-1.9",".000","-100","5372","501381"
"Brad Peacock","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","5401","502748"
"Pedro Baez","- - -","4","0.0%","50.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","-1","-1.0",".000","-100","5420","520980"
"Arodys Vizcaino","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5498","527055"
"Ruben Tejada","NYM","9","0.0%","33.3%","0.00",".000",".000",".000",".000",".000","0.1",".000","0.0","0.0","0.0","-1","-2.5",".000","-100","5519","514913"
"Boone Logan","MIL","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5525","457429"
"Nik Turley","PIT","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5530","543867"
"Ryan Brasier","BOS","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5615","518489"
"Tyler Clippard","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5640","461325"
"Bruce Rondon","CHW","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5766","541652"
"Jhan Marinez","BAL","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5830","501697"
"Danny Salazar","CLE","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5867","517593"
"Randall Delgado","ARI","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","5985","517414"
"Kelvin Herrera","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","6033","516969"
"Huascar Brazoban","MIA","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","6107","623211"
"Dellin Betances","- - -","1","0.0%","100.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","-0.3",".000","-100","6216","476454"
"David Phelps","- - -","0","0.0%","0.0%","0.00",".000",".000",".000",".000",".000","0.1",".000","","","0.0","0","0.0",".000","","6316","475479"
