"Name","Team","PA","BB%","K%","BB/K","AVG","OBP","SLG","OPS","ISO","Spd","BABIP","UBR","wGDP","wSB","wRC","wRAA","wOBA","wRC+","playerid","mlbamid"
"Mitch Haniger","SEA","1904","9.1%","24.3%","0.38",".259",".334",".477",".811",".219","4.3",".300","-2.6","0.3","0.5","274","46.7",".345","123","14274","571745"
"Francisco Lindor","- - -","2895","8.9%","16.4%","0.54",".267",".338",".473",".811",".206","5.5",".282","-1.2","0.7","2.5","416","69.2",".344","120","12916","596019"
"Triston Casas","BOS","95","20.0%","24.2%","0.83",".197",".358",".408",".766",".211","2.8",".208","-0.4","-0.8","0.1","13","2.6",".344","120","22514","671213"
"Jorge Soler","- - -","2018","10.8%","26.7%","0.40",".240",".331",".479",".810",".238","2.0",".282","-6.9","-1.2","-1.8","293","47.5",".344","115","14221","624585"
"David Villar","SFG","181","9.9%","32.0%","0.31",".231",".331",".455",".787",".224","3.1",".300","0.4","-0.1","-0.6","26","4.9",".344","124","24782","681584"
"DJ LeMahieu","- - -","2672","9.0%","13.4%","0.67",".291",".357",".437",".794",".146","3.7",".315","0.5","-5.0","-2.8","385","63.4",".343","116","9874","518934"
"Willson Contreras","CHC","2148","9.7%","24.3%","0.40",".249",".346",".448",".794",".199","3.7",".299","-5.8","-3.0","-3.3","308","50.1",".343","116","11609","575929"
"Gunnar Henderson","BAL","132","12.1%","25.8%","0.47",".259",".348",".440",".788",".181","3.3",".333","-0.4","0.5","-0.3","19","3.5",".343","125","26289","683002"
"Matt Carpenter","- - -","1741","13.9%","25.7%","0.54",".233",".352",".448",".800",".215","3.6",".281","-5.5","6.7","0.4","248","37.9",".343","119","8090","572761"
"Jonathan India","CIN","1062","9.6%","22.1%","0.43",".260",".356",".425",".781",".164","4.7",".317","-0.3","-0.6","-0.9","152","26.6",".343","110","21523","663697"
"Darick Hall","PHI","142","3.5%","31.0%","0.11",".250",".282",".522",".804",".272","3.1",".301","-0.1","-0.3","-0.1","20","3.7",".343","120","19717","669742"
"Luis Arraez","MIN","1569","8.7%","8.3%","1.05",".314",".374",".410",".784",".096","3.6",".336","4.1","0.9","-3.3","224","36.0",".342","120","18568","650333"
"Kerry Carpenter","DET","113","5.3%","28.3%","0.19",".252",".310",".485",".795",".233","3.7",".303","-0.5","0.5","-0.1","16","2.9",".342","126","25961","681481"
"Edwin Encarnacion","- - -","1246","11.0%","23.2%","0.47",".232",".326",".482",".808",".250","2.5",".241","-4.1","0.4","-0.5","177","25.3",".342","115","2151","429665"
"J.D. Davis","- - -","1371","10.4%","27.1%","0.38",".268",".354",".437",".790",".169","2.8",".349","-3.7","-3.6","-0.5","196","30.1",".342","120","16219","605204"
"Ben Zobrist","CHC","696","11.2%","12.1%","0.93",".294",".373",".408",".781",".114","3.2",".323","1.0","-0.9","-1.5","97","14.3",".341","113","7435","450314"
"Steven Kwan","CLE","638","9.7%","9.4%","1.03",".298",".373",".400",".772",".101","6.2",".323","2.8","1.1","1.0","89","16.0",".341","124","24610","680757"
"Matt Chapman","- - -","2681","10.7%","26.8%","0.40",".241",".330",".468",".799",".227","3.6",".290","9.0","3.1","-3.4","380","58.1",".341","121","16505","656305"
"Austin Meadows","- - -","1672","9.3%","21.5%","0.43",".259",".334",".475",".809",".216","4.9",".295","-6.9","5.7","-2.1","240","35.6",".341","120","15672","640457"
"Ty France","- - -","1619","6.2%","17.7%","0.35",".279",".347",".438",".785",".160","2.1",".315","-3.9","-3.7","-2.4","229","35.5",".341","123","17982","664034"
"Garrett Cooper","MIA","1311","9.0%","25.9%","0.35",".273",".349",".439",".787",".166","2.2",".351","-7.6","-1.8","-1.3","186","28.0",".341","117","15279","643265"
"Ryan Braun","MIL","1096","6.8%","19.8%","0.35",".266",".323",".488",".811",".223","4.8",".292","-1.5","-2.2","1.6","155","20.9",".340","110","3410","460075"
"Scooter Gennett","- - -","777","5.7%","21.4%","0.27",".294",".337",".459",".796",".165","3.4",".349","-0.2","0.7","-0.5","107","14.9",".340","110","10339","571697"
"Ian Happ","CHC","2025","11.6%","28.3%","0.41",".248",".341",".449",".789",".200","4.1",".321","3.8","0.3","-1.2","283","42.5",".340","115","17919","664023"
"Jorge Polanco","MIN","2352","8.8%","18.1%","0.49",".272",".339",".455",".793",".182","4.2",".304","5.3","4.1","-4.7","331","46.2",".339","116","13152","593871"
"Oscar Gonzalez","CLE","382","3.9%","19.6%","0.20",".296",".327",".461",".789",".166","1.6",".345","-0.3","-0.1","-0.9","53","9.0",".339","122","20970","660757"
"Lourdes Gurriel Jr.","TOR","1864","5.7%","20.3%","0.28",".285",".329",".468",".797",".183","3.2",".327","-4.5","0.5","-4.5","261","37.6",".339","115","19238","666971"
"Marcus Semien","- - -","3134","9.3%","17.5%","0.53",".260",".330",".463",".793",".203","5.2",".281","12.5","1.8","1.9","438","61.8",".338","116","12533","543760"
"Darin Ruf","- - -","800","13.0%","26.9%","0.48",".239",".345",".430",".775",".192","3.7",".298","0.8","-0.9","0.2","112","17.3",".338","116","9929","573131"
"Gio Urshela","- - -","1689","6.3%","19.4%","0.32",".288",".335",".459",".794",".171","2.9",".331","-8.3","-6.9","-1.0","237","33.2",".338","117","10681","570482"
"Ji-Man Choi","- - -","1577","13.5%","25.9%","0.52",".245",".351",".433",".783",".188","2.1",".307","-4.5","3.1","-1.7","220","29.9",".338","120","5452","596847"
"Salvador Perez","KCR","1838","3.6%","23.0%","0.16",".262",".300",".500",".801",".238","1.7",".284","-8.2","-0.2","-1.0","255","37.2",".338","113","7304","521692"
"Yasiel Puig","- - -","1055","7.6%","20.9%","0.36",".267",".327",".473",".800",".206","5.0",".299","-0.1","-1.8","1.2","147","17.8",".338","110","14225","624577"
"Andrew Benintendi","- - -","2387","9.6%","18.3%","0.52",".280",".351",".430",".781",".150","4.9",".328","1.9","5.7","-0.7","330","44.1",".338","111","17901","643217"
"Andres Gimenez","- - -","899","5.8%","21.6%","0.27",".274",".345",".429",".774",".156","6.5",".330","1.6","2.2","5.3","123","17.7",".337","119","19950","665926"
"Steve Pearce","- - -","350","10.3%","20.6%","0.50",".253",".341",".438",".778",".184","2.2",".291","0.7","-0.1","-0.2","47","5.4",".337","109","9957","456665"
"A.J. Pollock","- - -","1961","6.5%","20.2%","0.32",".266",".320",".475",".795",".209","4.9",".294","0.0","0.8","2.1","271","36.2",".337","113","9256","572041"
"Francisco Cervelli","- - -","626","11.5%","22.2%","0.52",".245",".356",".411",".767",".165","3.7",".298","-1.8","-2.0","-0.8","85","10.1",".337","111","5275","465041"
"Joey Gallo","- - -","2126","15.1%","36.5%","0.41",".199",".327",".460",".786",".261","3.8",".256","4.9","8.3","-0.4","294","39.4",".337","110","14128","608336"
"Tyler O'Neill","STL","1370","7.9%","30.9%","0.25",".251",".320",".468",".788",".217","5.6",".320","6.5","0.5","2.2","189","25.0",".337","115","15711","641933"
"Mike Yastrzemski","SFG","1726","10.1%","25.1%","0.40",".242",".326",".465",".791",".223","4.8",".288","4.0","6.1","-1.2","240","31.8",".337","113","14854","573262"
"Francisco Alvarez","NYM","14","14.3%","28.6%","0.50",".167",".286",".500",".786",".333","2.6",".143","0.1","-0.3","0.0","2","0.3",".336","123","26121","682626"
"Andy Young","ARI","138","8.0%","39.9%","0.20",".205",".319",".462",".780",".256","1.5",".304","-0.9","-0.3","-0.1","19","2.3",".336","108","19521","670370"
"Nick Markakis","ATL","1315","9.8%","12.3%","0.80",".288",".357",".428",".784",".140","2.7",".313","-4.3","-2.0","-1.1","180","20.6",".336","107","5930","455976"
"Gleyber Torres","NYY","2336","8.6%","21.9%","0.39",".265",".331",".455",".785",".190","3.6",".304","-0.6","-0.5","-0.7","320","39.6",".335","114","16997","650402"
"Lars Nootbaar","STL","471","13.6%","21.0%","0.65",".231",".334",".441",".775",".211","5.4",".254","1.2","1.6","-0.1","64","9.1",".335","118","21454","663457"
"Tim Anderson","CHW","2247","4.0%","21.5%","0.19",".297",".329",".455",".785",".159","5.6",".354","11.4","-2.1","4.9","308","37.3",".335","113","15172","641313"
"David Peralta","- - -","2283","8.0%","20.2%","0.40",".273",".335",".450",".785",".176","3.5",".321","2.4","0.0","-1.6","311","37.7",".335","109","2136","444482"
"Wander Franco","TBR","652","7.7%","10.7%","0.71",".282",".337",".439",".776",".156","6.2",".300","3.7","2.4","1.0","89","12.2",".335","121","23667","677551"
"Buster Posey","SFG","1347","10.0%","15.7%","0.64",".281",".357",".416",".772",".134","2.2",".319","-5.2","-5.3","-1.2","183","19.8",".334","110","9166","457763"
"Jose Martinez","- - -","1061","8.9%","20.1%","0.44",".281",".347",".426",".772",".144","2.3",".334","1.3","-2.6","-1.3","143","14.8",".334","111","7996","500874"
"Seiya Suzuki","CHC","446","9.4%","24.7%","0.38",".262",".336",".433",".770",".171","4.5",".326","0.3","-0.1","-0.6","60","8.7",".334","116","30116","673548"
"Andrew McCutchen","- - -","2339","12.7%","21.5%","0.59",".242",".343",".423",".766",".181","3.8",".280","-7.7","0.7","-2.0","316","37.5",".334","110","9847","457705"
"Ozzie Albies","ATL","2465","6.4%","17.6%","0.36",".269",".319",".472",".790",".202","6.1",".294","12.7","6.3","2.5","335","37.7",".334","106","16556","645277"
"Eric Thames","- - -","877","10.7%","31.8%","0.34",".231",".326",".466",".792",".235","5.2",".299","-0.9","3.3","0.9","119","11.7",".334","105","3711","519346"
"Hunter Renfroe","- - -","2168","8.0%","25.4%","0.31",".240",".302",".490",".792",".250","3.2",".263","-5.9","0.7","-0.8","293","32.7",".334","111","15464","592669"
"Edwin Rios","LAD","291","8.6%","32.0%","0.27",".219",".299",".492",".791",".273","2.8",".250","-0.6","-0.8","-0.6","40","4.5",".334","112","18316","621458"
"Christian Walker","ARI","2011","9.7%","23.1%","0.42",".249",".329",".451",".779",".202","3.6",".288","5.4","-0.3","-0.8","273","30.4",".334","108","13419","572233"
"Donovan Solano","- - -","1079","5.9%","19.2%","0.31",".301",".350",".421",".771",".120","2.2",".362","-2.3","0.6","-1.0","147","16.5",".333","109","8623","456781"
"Jake McCarthy","ARI","424","7.3%","23.3%","0.31",".274",".340",".418",".759",".145","7.4",".346","4.6","1.3","2.7","57","7.7",".333","112","21622","664983"
"Daniel Vogelbach","- - -","1515","15.9%","25.0%","0.64",".219",".346",".418",".764",".199","1.3",".255","-8.7","-0.7","-1.3","205","22.0",".333","113","14130","596129"
"Sean Manaea","- - -","10","0.0%","10.0%","0.00",".333",".333",".444",".778",".111","0.1",".375","","","0.0","2","0.3",".333","128","15873","640455"
"Cody Bellinger","LAD","2435","10.8%","22.4%","0.48",".244",".327",".466",".793",".222","5.5",".273","3.8","4.5","4.3","332","39.8",".333","112","15998","641355"
"Taylor Ward","LAA","1098","9.4%","24.7%","0.38",".256",".333",".431",".764",".176","4.1",".314","1.7","2.1","-0.6","147","17.6",".333","113","17548","621493"
"Alex Dickerson","- - -","708","7.8%","22.2%","0.35",".254",".322",".465",".787",".211","4.3",".292","-0.2","-2.2","-0.5","97","10.1",".333","109","12649","543105"
"Seth Mejias-Brean","SDP","33","9.1%","27.3%","0.33",".233",".303",".500",".803",".267","0.3",".263","-0.1","-0.1","0.0","5","0.4",".333","108","13905","623180"
"Gosuke Katoh","TOR","11","27.3%","9.1%","3.00",".143",".400",".286",".686",".143","2.6",".167","0.1","0.1","0.0","1","0.2",".333","119","15697","641741"
"Alex Verdugo","- - -","1932","7.5%","15.0%","0.50",".288",".342",".432",".775",".144","3.6",".321","5.2","-0.9","-1.1","261","29.2",".333","108","17027","657077"
"Jake Cronenworth","SDP","1519","9.4%","16.5%","0.57",".256",".338",".431",".770",".175","5.0",".285","4.4","4.6","-1.1","205","24.5",".333","114","18036","630105"
"Marcell Ozuna","- - -","2159","8.7%","20.9%","0.42",".258",".323",".454",".778",".197","3.1",".286","3.1","-1.8","0.6","290","31.4",".332","109","10324","542303"
"Mitch Moreland","- - -","1198","9.8%","22.2%","0.44",".246",".320",".465",".785",".219","3.6",".275","-5.9","-1.6","-0.1","161","15.5",".332","107","3086","519048"
"Alex Call","- - -","131","11.5%","22.9%","0.50",".237",".336",".412",".748",".175","5.0",".278","1.4","-0.4","-0.7","17","2.3",".332","113","19296","669743"
"Franmil Reyes","- - -","2013","8.3%","30.4%","0.27",".251",".313",".470",".783",".219","2.4",".313","-8.8","-4.1","-1.0","270","27.4",".331","110","14566","614177"
"Wil Myers","SDP","1837","9.5%","29.7%","0.32",".255",".327",".447",".774",".192","4.4",".338","6.5","-0.8","0.6","246","23.6",".331","110","10047","571976"
"Derek Dietrich","- - -","932","7.1%","25.2%","0.28",".236",".331",".436",".767",".201","4.0",".280","-1.9","0.9","-0.6","123","11.0",".331","107","10542","518618"
"Mark Mathias","- - -","127","7.1%","29.1%","0.24",".256",".307",".462",".769",".205","4.7",".320","-0.4","0.6","0.7","17","1.8",".331","114","18032","664029"
"Ryan Zimmerman","WSN","786","8.0%","21.8%","0.37",".255",".316",".464",".779",".209","2.1",".289","0.2","-1.2","-0.6","104","9.6",".331","104","4220","475582"
"Stuart Fairchild","- - -","127","7.1%","29.1%","0.24",".232",".323",".429",".751",".196","4.7",".300","-0.3","-0.2","-0.9","17","2.0",".331","109","20321","656413"
"Nick Maton","PHI","216","9.3%","31.5%","0.29",".254",".330",".434",".764",".180","5.8",".350","0.9","1.4","0.2","29","3.1",".331","108","21635","665155"
"Travis d'Arnaud","- - -","1246","6.8%","22.7%","0.30",".261",".319",".452",".772",".192","2.1",".302","-4.2","-2.7","-1.1","166","15.6",".331","109","7739","518595"
"Jackson Frazier","- - -","710","12.0%","28.6%","0.42",".239",".341",".423",".764",".184","3.7",".313","-3.8","-1.5","0.0","96","8.3",".331","109","15983","640449"
"Trey Mancini","- - -","2518","8.4%","22.8%","0.37",".258",".328",".446",".773",".188","2.4",".302","-1.2","-7.4","-2.0","336","34.5",".331","109","15149","641820"
"Sam Huff","TEX","165","7.9%","32.1%","0.25",".263",".321",".447",".769",".184","2.0",".359","0.0","0.4","0.0","22","2.7",".331","114","22209","669087"
"Yoenis Cespedes","NYM","191","7.9%","34.0%","0.23",".244",".309",".477",".786",".233","3.8",".316","0.6","0.6","0.5","25","2.3",".331","112","13110","493316"
"Ryan Mountcastle","BAL","1335","7.1%","25.8%","0.28",".261",".315",".458",".774",".198","2.8",".311","1.2","-1.1","-1.6","178","19.7",".331","112","18373","663624"
"Matt Kemp","- - -","700","7.4%","25.0%","0.30",".272",".324",".451",".775",".178","1.9",".329","-2.1","-2.7","-0.2","91","8.0",".331","106","5631","461314"
"Jesus Aguilar","- - -","2168","9.1%","22.0%","0.42",".255",".325",".448",".774",".193","1.3",".287","-10.0","-1.6","-1.8","287","27.7",".330","108","11342","542583"
"Chris Taylor","LAD","2268","9.9%","29.8%","0.33",".251",".333",".434",".767",".184","6.2",".341","7.4","5.7","2.8","301","28.8",".330","109","13757","621035"
"Denard Span","- - -","501","10.2%","15.8%","0.65",".261",".341",".419",".760",".158","5.9",".291","2.4","0.1","-0.1","65","6.3",".330","112","8347","452655"
"Willy Adames","- - -","2284","8.9%","28.2%","0.32",".255",".322",".448",".771",".193","3.4",".325","9.2","1.5","-2.8","302","27.8",".330","111","15986","642715"
"Javier Baez","- - -","2578","4.6%","28.3%","0.16",".263",".303",".482",".785",".219","6.0",".326","9.5","-0.5","1.3","342","32.4",".330","108","12979","595879"
"Tommy Pham","- - -","2532","11.7%","23.1%","0.51",".252",".345",".412",".758",".161","5.4",".308","9.3","-5.6","3.3","336","32.0",".330","109","2967","502054"
"Cesar Puello","- - -","158","7.6%","25.3%","0.30",".256",".365",".383",".749",".128","1.2",".337","-0.1","0.2","-0.1","21","1.3",".330","106","7216","527049"
"Brandon Barnes","CLE","21","9.5%","23.8%","0.40",".263",".333",".421",".754",".158","0.6",".308","-0.5","0.0","0.0","3","0.3",".330","105","629","488681"
"Jake Burger","CHW","225","6.2%","31.6%","0.20",".252",".308",".461",".769",".209","3.3",".339","0.1","-1.5","-0.2","29","3.5",".330","114","22275","669394"
"Yuli Gurriel","HOU","2604","6.2%","11.4%","0.54",".282",".329",".443",".772",".160","3.3",".293","-1.9","-5.3","-0.7","346","32.7",".330","111","19198","493329"
"Ramon Laureano","OAK","1640","7.3%","26.4%","0.27",".251",".324",".444",".768",".193","5.4",".311","7.8","3.3","1.7","218","19.7",".330","114","17128","657656"
"Justin Smoak","- - -","1226","14.0%","24.8%","0.57",".221",".336",".426",".762",".205","1.1",".258","-10.7","-2.2","-1.1","161","11.9",".329","107","9054","475253"
"Wilmer Flores","- - -","1965","8.0%","13.6%","0.59",".262",".327",".438",".766",".176","2.1",".272","-10.6","0.0","-1.1","259","24.5",".329","109","5827","527038"
"Frank Schwindel","- - -","566","6.2%","17.8%","0.35",".269",".314",".456",".771",".188","2.8",".295","-1.8","-1.1","-0.5","75","8.2",".329","108","15351","643524"
"Jared Young","CHC","22","13.6%","31.8%","0.43",".263",".364",".368",".732",".105","4.8",".417","-0.1","0.2","0.2","3","0.3",".329","113","20404","676724"
"Kyle Lewis","SEA","526","11.0%","29.7%","0.37",".244",".329",".432",".761",".188","3.5",".309","0.2","0.4","0.5","70","5.6",".329","113","19508","641786"
"Carlos Santana","- - -","2785","15.2%","15.6%","0.97",".230",".348",".409",".757",".178","2.4",".239","1.5","0.1","-1.0","368","33.1",".329","107","2396","467793"
"Jose Miranda","MIN","483","5.8%","18.8%","0.31",".268",".325",".426",".751",".158","1.5",".307","-0.5","-3.3","-0.7","63","7.4",".329","117","20538","669304"
"Keston Hiura","MIL","1057","7.4%","36.0%","0.21",".238",".318",".453",".771",".215","4.9",".337","0.7","0.3","0.3","141","11.6",".329","105","20003","669374"
"Corey Dickerson","- - -","1684","5.3%","17.0%","0.31",".283",".323",".453",".776",".170","4.4",".321","-2.7","-1.3","-1.7","222","19.6",".329","107","10762","572816"
"Yoan Moncada","CHW","2489","10.1%","28.7%","0.35",".255",".335",".427",".762",".172","4.6",".342","3.8","7.6","-1.0","329","29.5",".329","108","17232","660162"
"Miguel Sano","MIN","1546","11.1%","37.0%","0.30",".217",".307",".471",".777",".254","2.6",".290","-1.2","-0.1","-1.1","205","16.9",".329","108","12164","593934"
"Kolten Wong","- - -","2153","8.1%","16.0%","0.51",".266",".343",".414",".758",".149","5.6",".299","6.8","5.7","2.0","282","23.3",".329","107","12532","543939"
"Michael Lorenzen","- - -","89","7.9%","30.3%","0.26",".238",".307",".463",".769",".225","5.7",".292","","","0.1","12","0.7",".328","100","14843","547179"
"Cedric Mullins II","BAL","1765","7.6%","19.2%","0.40",".263",".328",".432",".760",".170","6.3",".302","3.4","4.1","3.9","230","21.0",".328","109","17929","656775"
"Sean Murphy","OAK","1260","10.0%","23.1%","0.43",".236",".326",".429",".755",".193","2.3",".277","0.3","-1.6","-0.9","165","15.6",".328","116","19352","669221"
